Clave del municipio;Municipio;pobalimentaria1990
18007;Jala;26,8
18008;Xalisco;11,6
18009;Del Nayar;71,5
18010;Rosamorada;23,6
18011;Ruíz;24,2
18012;San Blas;19,5
18013;San Pedro Lagunillas;17,3
18014;Santa María del Oro;23,8
18015;Santiago Ixcuintla;24,4
18016;Tecuala;20,9
18017;Tepic;11,0
18018;Tuxpan;17,8
18019;La Yesca;44,9
18020;Bahía de Banderas;16,7
19001;Abasolo;13,5
19002;Agualeguas;11,0
19003;Los Aldamas;6,4
19004;Allende;16,0
19005;Anáhuac;16,4
19006;Apodaca;12,6
19007;Aramberri;36,5
19008;Bustamante;14,3
19009;Cadereyta Jiménez;13,8
19010;Carmen;13,3
19011;Cerralvo;11,1
19012;Ciénega de Flores;11,1
19013;China;15,1
19014;Dr. Arroyo;41,3
19015;Dr. Coss;12,6
19016;Dr. González;19,5
19017;Galeana;29,3
19018;García;18,9
19019;San Pedro Garza García;3,4
19020;Gral. Bravo;11,5
19021;Gral. Escobedo;10,9
19022;Gral. Terán;18,2
19023;Gral. Treviño;11,3
19024;Gral. Zaragoza;44,3
19025;Gral. Zuazua;13,7
19026;Guadalupe;7,5
19027;Los Herreras;7,9
19028;Higueras;9,7
19029;Hualahuises;22,0
19030;Iturbide;35,4
19031;Juárez;14,8
19032;Lampazos de Naranjo;14,9
19033;Linares;26,8
19034;Marín;14,1
19035;Melchor Ocampo;4,6
19036;Mier y Noriega;54,1
19037;Mina;30,6
19038;Montemorelos;22,0
19039;Monterrey;7,6
19040;Parás;10,9
19041;Pesquería;16,0
19042;Los Ramones;16,2
19043;Rayones;37,9
19044;Sabinas Hidalgo;11,9
19045;Salinas Victoria;14,7
19046;San Nicolás de los Garza;2,9
19047;Hidalgo;8,7
19048;Santa Catarina;10,3
19049;Santiago;11,6
19050;Vallecillo;18,1
19051;Villaldama;12,7
20001;Abejones;39,7
20002;Acatlán de Pérez Figueroa;46,8
20003;Asunción Cacalotepec;61,1
20004;Asunción Cuyotepeji;37,6
20005;Asunción Ixtaltepec;22,7
20006;Asunción Nochixtlán;31,8
20007;Asunción Ocotlán;56,3
20008;Asunción Tlacolulita;29,0
20009;Ayotzintepec;46,5
20010;El Barrio de la Soledad;16,6
20011;Calihualá;38,9
20012;Candelaria Loxicha;65,0
20013;Ciénega de Zimatlán;27,0
20014;Ciudad Ixtepec;18,4
20015;Coatecas Altas;74,7
20016;Coicoyán de las Flores;79,5
20017;La Compañía;52,5
20018;Concepción Buenavista;47,2
20019;Concepción Pápalo;43,2
20020;Constancia del Rosario;64,1
20021;Cosolapa;31,8
20022;Cosoltepec;28,6
20023;Cuilápam de Guerrero;21,0
20024;Cuyamecalco Villa de Zaragoza;65,0
20025;Chahuites;24,9
20026;Chalcatongo de Hidalgo;42,3
20027;Chiquihuitlán de Benito Juárez;62,9
20028;Heroica Ciudad de Ejutla de Crespo;43,5
20029;Eloxochitlán de Flores Magón;66,6
20030;El Espinal;8,7
20031;Tamazulápam del Espíritu Santo;62,7
20032;Fresnillo de Trujano;50,8
20033;Guadalupe Etla;17,2
20034;Guadalupe de Ramírez;58,1
20035;Guelatao de Juárez;7,4
20036;Guevea de Humboldt;39,3
20037;Mesones Hidalgo;58,0
20038;Villa Hidalgo;37,8
20039;Heroica Ciudad de Huajuapan de León;33,1
20040;Huautepec;72,9
20041;Huautla de Jiménez;50,8
20042;Ixtlán de Juárez;33,5
20043;Juchitán de Zaragoza;25,7
20044;Loma Bonita;45,8
20045;Magdalena Apasco;18,6
20046;Magdalena Jaltepec;45,1
20047;Santa Magdalena Jicotlán;22,0
20048;Magdalena Mixtepec;53,7
20049;Magdalena Ocotlán;48,0
20050;Magdalena Peñasco;60,4
20051;Magdalena Teitipac;57,5
20052;Magdalena Tequisistlán;31,8
20053;Magdalena Tlacotepec;31,6
20054;Magdalena Zahuatlán;24,4
20055;Mariscala de Juárez;39,1
20056;Mártires de Tacubaya;55,8
20057;Matías Romero Avendaño;35,9
20058;Mazatlán Villa de Flores;63,6
20059;Miahuatlán de Porfirio Díaz;44,5
20060;Mixistlán de la Reforma;50,3
20061;Monjas;66,0
20062;Natividad;19,0
20063;Nazareno Etla;17,9
20064;Nejapa de Madero;40,2
20065;Ixpantepec Nieves;50,3
20066;Santiago Niltepec;36,6
20067;Oaxaca de Juárez;11,3
20068;Ocotlán de Morelos;29,3
20069;La Pe;61,8
20070;Pinotepa de Don Luis;53,1
20071;Pluma Hidalgo;66,1
20072;San José del Progreso;61,6
20073;Putla Villa de Guerrero;39,9
20074;Santa Catarina Quioquitani;46,9
20075;Reforma de Pineda;20,8
20076;La Reforma;39,6
20077;Reyes Etla;33,0
20078;Rojas de Cuauhtémoc;25,3
20079;Salina Cruz;10,1
20080;San Agustín Amatengo;29,2
20081;San Agustín Atenango;42,0
20082;San Agustín Chayuco;55,5
20083;San Agustín de las Juntas;21,8
20084;San Agustín Etla;14,1
20085;San Agustín Loxicha;56,4
20086;San Agustín Tlacotepec;35,8
20087;San Agustín Yatareni;40,0
20088;San Andrés Cabecera Nueva;54,4
20089;San Andrés Dinicuiti;41,7
20090;San Andrés Huaxpaltepec;53,3
20091;San Andrés Huayápam;11,6
20092;San Andrés Ixtlahuaca;37,2
20093;San Andrés Lagunas;21,0
20094;San Andrés Nuxiño;56,9
20095;San Andrés Paxtlán;71,2
20096;San Andrés Sinaxtla;22,9
20097;San Andrés Solaga;24,9
20098;San Andrés Teotilálpam;52,7
20099;San Andrés Tepetlapa;75,7
20100;San Andrés Yaá;42,7
20101;San Andrés Zabache;49,1
20102;San Andrés Zautla;19,1
20103;San Antonino Castillo Velasco;22,1
20104;San Antonino el Alto;59,6
20105;San Antonino Monte Verde;59,7
20106;San Antonio Acutla;41,0
20107;San Antonio de la Cal;28,9
20108;San Antonio Huitepec;50,8
20109;San Antonio Nanahuatípam;25,9
20110;San Antonio Sinicahua;71,6
20111;San Antonio Tepetlapa;70,1
20112;San Baltazar Chichicápam;35,2
20113;San Baltazar Loxicha;60,8
20114;San Baltazar Yatzachi el Bajo;31,1
20115;San Bartolo Coyotepec;17,3
20116;San Bartolomé Ayautla;72,1
20117;San Bartolomé Loxicha;53,6
20118;San Bartolomé Quialana;56,0
20119;San Bartolomé Yucuañe;34,4
20120;San Bartolomé Zoogocho;15,1
20121;San Bartolo Soyaltepec;38,1
20122;San Bartolo Yautepec;26,2
20123;San Bernardo Mixtepec;41,7
20124;San Blas Atempa;27,9
20125;San Carlos Yautepec;51,6
20126;San Cristóbal Amatlán;55,2
20127;San Cristóbal Amoltepec;77,9
20128;San Cristóbal Lachirioag;23,3
20129;San Cristóbal Suchixtlahuaca;22,5
20130;San Dionisio del Mar;45,7
20131;San Dionisio Ocotepec;50,0
20132;San Dionisio Ocotlán;41,8
20133;San Esteban Atatlahuca;60,8
20134;San Felipe Jalapa de Díaz;64,8
20135;San Felipe Tejalápam;47,1
20136;San Felipe Usila;57,8
20137;San Francisco Cahuacuá;65,8
20138;San Francisco Cajonos;20,6
20139;San Francisco Chapulapa;71,2
20140;San Francisco Chindúa;28,0
20141;San Francisco del Mar;34,9
20142;San Francisco Huehuetlán;58,9
20143;San Francisco Ixhuatán;28,6
20144;San Francisco Jaltepetongo;33,7
20145;San Francisco Lachigoló;26,2
20146;San Francisco Logueche;79,8
20147;San Francisco Nuxaño;45,5
20148;San Francisco Ozolotepec;50,9
20149;San Francisco Sola;49,2
20150;San Francisco Telixtlahuaca;29,8
20151;San Francisco Teopan;35,1
20152;San Francisco Tlapancingo;61,9
20153;San Gabriel Mixtepec;52,0
20154;San Ildefonso Amatlán;50,9
20155;San Ildefonso Sola;67,9
20156;San Ildefonso Villa Alta;36,9
20157;San Jacinto Amilpas;28,3
20158;San Jacinto Tlacotepec;83,6
20159;San Jerónimo Coatlán;51,4
20160;San Jerónimo Silacayoapilla;46,6
20161;San Jerónimo Sosola;47,9
20162;San Jerónimo Taviche;68,1
20163;San Jerónimo Tecóatl;49,6
20164;San Jorge Nuchita;49,9
20165;San José Ayuquila;60,7
20166;San José Chiltepec;45,5
20167;San José del Peñasco;47,3
20168;San José Estancia Grande;60,4
20169;San José Independencia;71,3
20170;San José Lachiguiri;69,9
20171;San José Tenango;69,4
20172;San Juan Achiutla;19,9
20173;San Juan Atepec;27,7
20174;Ánimas Trujano;25,4
20175;San Juan Bautista Atatlahuca;57,4
20176;San Juan Bautista Coixtlahuaca;44,4
20177;San Juan Bautista Cuicatlán;35,4
20178;San Juan Bautista Guelache;25,3
20179;San Juan Bautista Jayacatlán;34,9
20180;San Juan Bautista Lo de Soto;42,1
20181;San Juan Bautista Suchitepec;31,6
20182;San Juan Bautista Tlacoatzintepec;53,7
20183;San Juan Bautista Tlachichilco;53,1
20184;San Juan Bautista Tuxtepec;29,4
20185;San Juan Cacahuatepec;41,5
20186;San Juan Cieneguilla;28,4
20187;San Juan Coatzóspam;54,3
20188;San Juan Colorado;53,2
20189;San Juan Comaltepec;60,4
20190;San Juan Cotzocón;43,3
20191;San Juan Chicomezúchil;22,0
20192;San Juan Chilateca;14,2
20193;San Juan del Estado;27,1
20194;San Juan del Río;19,0
20195;San Juan Diuxi;59,4
20196;San Juan Evangelista Analco;11,8
20197;San Juan Guelavía;49,9
20198;San Juan Guichicovi;56,3
20199;San Juan Ihualtepec;71,0
20200;San Juan Juquila Mixes;55,4
20201;San Juan Juquila Vijanos;37,6
20202;San Juan Lachao;59,1
20203;San Juan Lachigalla;71,7
20204;San Juan Lajarcia;28,0
20205;San Juan Lalana;68,6
20206;San Juan de los Cués;31,5
20207;San Juan Mazatlán;62,6
20208;San Juan Mixtepec - Dto. 08 -;60,4
20209;San Juan Mixtepec - Dto. 26 -;40,4
20210;San Juan Ñumí;65,0
20211;San Juan Ozolotepec;49,1
20212;San Juan Petlapa;63,9
20213;San Juan Quiahije;64,3
20214;San Juan Quiotepec;59,9
20215;San Juan Sayultepec;19,6
20216;San Juan Tabaá;30,5
20217;San Juan Tamazola;71,3
20218;San Juan Teita;56,0
20219;San Juan Teitipac;46,6
20220;San Juan Tepeuxila;34,9
20221;San Juan Teposcolula;31,1
20222;San Juan Yaeé;30,7
20223;San Juan Yatzona;29,2
20224;San Juan Yucuita;26,6
20225;San Lorenzo;67,6
20226;San Lorenzo Albarradas;40,1
20227;San Lorenzo Cacaotepec;18,5
20228;San Lorenzo Cuaunecuiltitla;61,0
20229;San Lorenzo Texmelúcan;75,8
20230;San Lorenzo Victoria;24,7
20231;San Lucas Camotlán;52,8
20232;San Lucas Ojitlán;63,2
20233;San Lucas Quiaviní;34,5
20234;San Lucas Zoquiápam;60,0
20235;San Luis Amatlán;60,0
20236;San Marcial Ozolotepec;59,6
20237;San Marcos Arteaga;31,8
20238;San Martín de los Cansecos;41,9
20239;San Martín Huamelúlpam;46,2
20240;San Martín Itunyoso;73,9
20241;San Martín Lachilá;32,2
20242;San Martín Peras;80,3
20243;San Martín Tilcajete;40,0
20244;San Martín Toxpalan;37,4
20245;San Martín Zacatepec;43,1
20246;San Mateo Cajonos;38,3
20247;Capulálpam de Méndez;15,6
20248;San Mateo del Mar;61,3
20249;San Mateo Yoloxochitlán;54,8
20250;San Mateo Etlatongo;35,2
20251;San Mateo Nejápam;76,8
20252;San Mateo Peñasco;61,8
20253;San Mateo Piñas;56,3
20254;San Mateo Río Hondo;48,4
20255;San Mateo Sindihui;58,3
20256;San Mateo Tlapiltepec;34,6
20257;San Melchor Betaza;47,7
20258;San Miguel Achiutla;35,7
20259;San Miguel Ahuehuetitlán;69,8
20260;San Miguel Aloápam;39,7
20261;San Miguel Amatitlán;74,9
20262;San Miguel Amatlán;20,3
20263;San Miguel Coatlán;71,6
20264;San Miguel Chicahua;67,9
20265;San Miguel Chimalapa;54,2
20266;San Miguel del Puerto;56,9
20267;San Miguel del Río;13,3
20268;San Miguel Ejutla;44,6
20269;San Miguel el Grande;40,7
20270;San Miguel Huautla;74,8
20271;San Miguel Mixtepec;53,1
20272;San Miguel Panixtlahuaca;54,6
20273;San Miguel Peras;62,3
20274;San Miguel Piedras;61,6
20275;San Miguel Quetzaltepec;48,8
20276;San Miguel Santa Flor;69,0
20277;Villa Sola de Vega;56,5
20278;San Miguel Soyaltepec;55,3
20279;San Miguel Suchixtepec;51,8
20280;Villa Talea de Castro;23,3
20281;San Miguel Tecomatlán;32,4
20282;San Miguel Tenango;49,4
20283;San Miguel Tequixtepec;33,8
20284;San Miguel Tilquiápam;74,4
20285;San Miguel Tlacamama;56,5
20286;San Miguel Tlacotepec;35,5
20287;San Miguel Tulancingo;28,0
20288;San Miguel Yotao;36,4
20289;San Nicolás;44,4
20290;San Nicolás Hidalgo;35,8
20291;San Pablo Coatlán;53,1
20292;San Pablo Cuatro Venados;70,0
20293;San Pablo Etla;18,3
20294;San Pablo Huitzo;22,3
20295;San Pablo Huixtepec;25,3
20296;San Pablo Macuiltianguis;25,2
20297;San Pablo Tijaltepec;51,2
20298;San Pablo Villa de Mitla;32,9
20299;San Pablo Yaganiza;34,9
20300;San Pedro Amuzgos;55,2
20301;San Pedro Apóstol;42,1
20302;San Pedro Atoyac;70,6
20303;San Pedro Cajonos;25,1
20304;San Pedro Coxcaltepec Cántaros;62,0
20305;San Pedro Comitancillo;16,6
20306;San Pedro el Alto;67,8
20307;San Pedro Huamelula;38,3
20308;San Pedro Huilotepec;39,6
20309;San Pedro Ixcatlán;59,4
20310;San Pedro Ixtlahuaca;38,0
20311;San Pedro Jaltepetongo;54,3
20312;San Pedro Jicayán;69,8
20313;San Pedro Jocotipac;42,3
20314;San Pedro Juchatengo;51,6
20315;San Pedro Mártir;53,0
20316;San Pedro Mártir Quiechapa;43,5
20317;San Pedro Mártir Yucuxaco;52,2
20318;San Pedro Mixtepec - Dto. 22 -;33,4
20319;San Pedro Mixtepec - Dto. 26 -;35,3
20320;San Pedro Molinos;26,8
20321;San Pedro Nopala;51,1
20322;San Pedro Ocopetatillo;41,3
20323;San Pedro Ocotepec;46,1
20324;San Pedro Pochutla;47,6
20325;San Pedro Quiatoni;55,8
20326;San Pedro Sochiápam;68,7
20327;San Pedro Tapanatepec;30,2
20328;San Pedro Taviche;60,1
20329;San Pedro Teozacoalco;60,8
20330;San Pedro Teutila;50,6
20331;San Pedro Tidaá;35,8
20332;San Pedro Topiltepec;22,6
20333;San Pedro Totolapa;22,8
20334;Villa de Tututepec de Melchor Ocampo;41,9
20335;San Pedro Yaneri;56,9
20336;San Pedro Yólox;57,4
20337;San Pedro y San Pablo Ayutla;54,7
20338;Villa de Etla;16,0
20339;San Pedro y San Pablo Teposcolula;28,6
20340;San Pedro y San Pablo Tequixtepec;37,1
20341;San Pedro Yucunama;25,6
20342;San Raymundo Jalpan;21,6
20343;San Sebastián Abasolo;40,1
20344;San Sebastián Coatlán;54,0
20345;San Sebastián Ixcapa;56,7
20346;San Sebastián Nicananduta;28,5
20347;San Sebastián Río Hondo;56,5
20348;San Sebastián Tecomaxtlahuaca;56,1
20349;San Sebastián Teitipac;52,7
20350;San Sebastián Tutla;8,4
20351;San Simón Almolongas;60,4
20352;San Simón Zahuatlán;94,9
20353;Santa Ana;57,5
20354;Santa Ana Ateixtlahuaca;54,0
20355;Santa Ana Cuauhtémoc;47,8
20356;Santa Ana del Valle;46,7
20357;Santa Ana Tavela;31,3
20358;Santa Ana Tlapacoyan;41,1
20359;Santa Ana Yareni;20,0
20360;Santa Ana Zegache;59,5
20361;Santa Catalina Quierí;53,2
20362;Santa Catarina Cuixtla;32,2
20363;Santa Catarina Ixtepeji;21,3
20364;Santa Catarina Juquila;57,6
20365;Santa Catarina Lachatao;27,0
20366;Santa Catarina Loxicha;59,3
20367;Santa Catarina Mechoacán;59,7
20368;Santa Catarina Minas;42,2
20369;Santa Catarina Quiané;31,9
20370;Santa Catarina Tayata;26,9
20371;Santa Catarina Ticuá;55,9
20372;Santa Catarina Yosonotú;64,1
20373;Santa Catarina Zapoquila;56,2
20374;Santa Cruz Acatepec;56,3
20375;Santa Cruz Amilpas;5,6
20376;Santa Cruz de Bravo;30,5
20377;Santa Cruz Itundujia;61,3
20378;Santa Cruz Mixtepec;43,7
20379;Santa Cruz Nundaco;66,7
20380;Santa Cruz Papalutla;37,0
20381;Santa Cruz Tacache de Mina;39,2
20382;Santa Cruz Tacahua;53,7
20383;Santa Cruz Tayata;29,7
20384;Santa Cruz Xitla;56,0
20385;Santa Cruz Xoxocotlán;22,4
20386;Santa Cruz Zenzontepec;71,8
20387;Santa Gertrudis;29,1
20388;Santa Inés del Monte;72,1
20389;Santa Inés Yatzeche;66,3
20390;Santa Lucía del Camino;15,8
20391;Santa Lucía Miahuatlán;72,3
20392;Santa Lucía Monteverde;68,4
20393;Santa Lucía Ocotlán;66,8
20394;Santa María Alotepec;27,6
20395;Santa María Apazco;75,0
20396;Santa María la Asunción;75,0
20397;Heroica Ciudad de Tlaxiaco;35,0
20398;Ayoquezco de Aldama;31,6
20399;Santa María Atzompa;39,6
20400;Santa María Camotlán;33,4
20401;Santa María Colotepec;56,7
20402;Santa María Cortijo;63,5
20403;Santa María Coyotepec;16,3
20404;Santa María Chachoápam;29,1
20405;Villa de Chilapa de Díaz;25,9
20406;Santa María Chilchotla;70,8
20407;Santa María Chimalapa;56,0
20408;Santa María del Rosario;55,7
20409;Santa María del Tule;6,8
20410;Santa María Ecatepec;35,0
20411;Santa María Guelacé;33,9
20412;Santa María Guienagati;46,8
20413;Santa María Huatulco;40,0
20414;Santa María Huazolotitlán;48,1
20415;Santa María Ipalapa;54,6
20416;Santa María Ixcatlán;39,4
20417;Santa María Jacatepec;45,6
20418;Santa María Jalapa del Marqués;28,5
20419;Santa María Jaltianguis;23,4
20420;Santa María Lachixío;63,6
20421;Santa María Mixtequilla;24,9
20422;Santa María Nativitas;41,2
20423;Santa María Nduayaco;37,9
20424;Santa María Ozolotepec;55,7
20425;Santa María Pápalo;46,4
20426;Santa María Peñoles;68,0
20427;Santa María Petapa;36,1
20428;Santa María Quiegolani;58,6
20429;Santa María Sola;55,2
20430;Santa María Tataltepec;34,9
20431;Santa María Tecomavaca;29,9
20432;Santa María Temaxcalapa;32,8
20433;Santa María Temaxcaltepec;58,3
20434;Santa María Teopoxco;64,9
20435;Santa María Tepantlali;64,8
20436;Santa María Texcatitlán;48,0
20437;Santa María Tlahuitoltepec;58,5
20438;Santa María Tlalixtac;66,4
20439;Santa María Tonameca;72,1
20440;Santa María Totolapilla;32,9
20441;Santa María Xadani;37,0
20442;Santa María Yalina;25,5
20443;Santa María Yavesía;9,6
20444;Santa María Yolotepec;44,1
20445;Santa María Yosoyúa;67,1
20446;Santa María Yucuhiti;49,7
20447;Santa María Zacatepec;54,1
20448;Santa María Zaniza;51,3
20449;Santa María Zoquitlán;50,4
20450;Santiago Amoltepec;79,1
20451;Santiago Apoala;63,1
20452;Santiago Apóstol;46,6
20453;Santiago Astata;33,0
20454;Santiago Atitlán;53,9
20455;Santiago Ayuquililla;63,0
20456;Santiago Cacaloxtepec;39,7
20457;Santiago Camotlán;68,8
20458;Santiago Comaltepec;34,5
20459;Santiago Chazumba;31,0
20460;Santiago Choápam;57,6
20461;Santiago del Río;39,4
20462;Santiago Huajolotitlán;33,0
20463;Santiago Huauclilla;44,1
20464;Santiago Ihuitlán Plumas;30,2
20465;Santiago Ixcuintepec;43,5
20466;Santiago Ixtayutla;76,7
20467;Santiago Jamiltepec;47,6
20468;Santiago Jocotepec;68,0
20469;Santiago Juxtlahuaca;52,6
20470;Santiago Lachiguiri;32,2
20471;Santiago Lalopa;27,8
20472;Santiago Laollaga;23,3
20473;Santiago Laxopa;30,7
20474;Santiago Llano Grande;51,3
20475;Santiago Matatlán;47,0
20476;Santiago Miltepec;40,0
20477;Santiago Minas;67,5
20478;Santiago Nacaltepec;41,5
20479;Santiago Nejapilla;35,9
20480;Santiago Nundiche;69,7
20481;Santiago Nuyoó;45,0
20482;Santiago Pinotepa Nacional;52,8
20483;Santiago Suchilquitongo;38,1
20484;Santiago Tamazola;59,2
20485;Santiago Tapextla;66,3
20486;Villa Tejúpam de la Unión;28,3
20487;Santiago Tenango;50,0
20488;Santiago Tepetlapa;30,0
20489;Santiago Tetepec;67,1
20490;Santiago Texcalcingo;63,6
20491;Santiago Textitlán;45,4
20492;Santiago Tilantongo;61,4
20493;Santiago Tillo;14,5
20494;Santiago Tlazoyaltepec;75,2
20495;Santiago Xanica;57,6
20496;Santiago Xiacuí;19,0
20497;Santiago Yaitepec;62,9
20498;Santiago Yaveo;63,2
20499;Santiago Yolomécatl;18,6
20500;Santiago Yosondúa;56,9
20501;Santiago Yucuyachi;27,9
20502;Santiago Zacatepec;48,3
20503;Santiago Zoochila;24,9
20504;Nuevo Zoquiápam;34,8
20505;Santo Domingo Ingenio;21,0
20506;Santo Domingo Albarradas;41,8
20507;Santo Domingo Armenta;56,3
20508;Santo Domingo Chihuitán;19,3
20509;Santo Domingo de Morelos;73,4
20510;Santo Domingo Ixcatlán;48,4
20511;Santo Domingo Nuxaá;69,0
20512;Santo Domingo Ozolotepec;53,9
20513;Santo Domingo Petapa;43,6
20514;Santo Domingo Roayaga;55,9
20515;Santo Domingo Tehuantepec;30,1
20516;Santo Domingo Teojomulco;53,2
20517;Santo Domingo Tepuxtepec;62,2
20518;Santo Domingo Tlatayápam;23,6
20519;Santo Domingo Tomaltepec;34,4
20520;Santo Domingo Tonalá;40,1
20521;Santo Domingo Tonaltepec;55,6
20522;Santo Domingo Xagacía;39,9
20523;Santo Domingo Yanhuitlán;28,3
20524;Santo Domingo Yodohino;41,1
20525;Santo Domingo Zanatepec;34,5
20526;Santos Reyes Nopala;56,3
20527;Santos Reyes Pápalo;55,5
20528;Santos Reyes Tepejillo;50,9
20529;Santos Reyes Yucuná;74,5
20530;Santo Tomás Jalieza;53,4
20531;Santo Tomás Mazaltepec;36,1
20532;Santo Tomás Ocotepec;71,1
20533;Santo Tomás Tamazulapan;41,4
20534;San Vicente Coatlán;49,1
20535;San Vicente Lachixío;73,2
20536;San Vicente Nuñú;23,4
20537;Silacayoápam;46,4
20538;Sitio de Xitlapehua;57,5
20539;Soledad Etla;19,5
20540;Villa de Tamazulápam del Progreso;22,4
20541;Tanetze de Zaragoza;19,1
20542;Taniche;43,5
20543;Tataltepec de Valdés;53,2
20544;Teococuilco de Marcos Pérez;24,8
20545;Teotitlán de Flores Magón;23,0
20546;Teotitlán del Valle;33,9
20547;Teotongo;33,2
20548;Tepelmeme Villa de Morelos;55,0
20549;Tezoatlán de Segura y Luna;41,7
20550;San Jerónimo Tlacochahuaya;36,8
20551;Tlacolula de Matamoros;19,9
20552;Tlacotepec Plumas;30,1
20553;Tlalixtac de Cabrera;34,4
20554;Totontepec Villa de Morelos;50,4
20555;Trinidad Zaachila;41,3
20556;La Trinidad Vista Hermosa;39,4
20557;Unión Hidalgo;16,3
20558;Valerio Trujano;37,7
20559;San Juan Bautista Valle Nacional;43,0
20560;Villa Díaz Ordaz;32,0
20561;Yaxe;55,8
20562;Magdalena Yodocono de Porfirio Díaz;35,3
20563;Yogana;52,0
20564;Yutanduchi de Guerrero;53,7
20565;Villa de Zaachila;17,6
20566;Zapotitlán del Río;70,9
20567;Zapotitlán Lagunas;61,3
20568;Zapotitlán Palmas;47,2
20569;Santa Inés de Zaragoza;62,6
20570;Zimatlán de Álvarez;27,7
21001;Acajete;36,2
21002;Acateno;52,3
21003;Acatlán;29,4
21004;Acatzingo;48,6
21005;Acteopan;53,7
21006;Ahuacatlán;70,7
21007;Ahuatlán;66,5
21008;Ahuazotepec;40,1
21009;Ahuehuetitla;42,1
21010;Ajalpan;67,6
21011;Albino Zertuche;59,6
21012;Aljojuca;31,5
21013;Altepexi;32,0
21014;Amixtlán;53,9
21015;Amozoc;38,6
21016;Aquixtla;54,7
21017;Atempan;53,2
21018;Atexcal;43,5
21019;Atlixco;29,4
21020;Atoyatempan;52,4
21021;Atzala;37,6
21022;Atzitzihuacán;52,7
21023;Atzitzintla;52,1
21024;Axutla;31,6
21025;Ayotoxco de Guerrero;53,4
21026;Calpan;38,3
21027;Caltepec;51,0
21028;Camocuautla;79,2
21029;Caxhuacan;50,9
21030;Coatepec;59,4
21031;Coatzingo;42,5
21032;Cohetzala;64,7
21033;Cohuecan;53,4
21034;Coronango;36,3
21035;Coxcatlán;30,4
21036;Coyomeapan;64,8
21037;Coyotepec;25,5
21038;Cuapiaxtla de Madero;41,2
21039;Cuautempan;56,5
21040;Cuautinchán;45,9
21041;Cuautlancingo;17,2
21042;Cuayuca de Andrade;54,0
21043;Cuetzalan del Progreso;55,5
21044;Cuyoaco;42,4
21045;Chalchicomula de Sesma;38,5
21046;Chapulco;44,1
21047;Chiautla;34,3
21048;Chiautzingo;30,4
21049;Chiconcuautla;68,0
21050;Chichiquila;70,0
21051;Chietla;30,9
21052;Chigmecatitlán;32,0
21053;Chignahuapan;42,4
21054;Chignautla;48,0
21055;Chila;47,1
21056;Chila de la Sal;47,8
21057;Honey;62,2
21058;Chilchotla;67,1
21059;Chinantla;35,2
21060;Domingo Arenas;37,6
21061;Eloxochitlán;75,6
21062;Epatlán;44,4
21063;Esperanza;33,4
21064;Francisco Z. Mena;51,4
21065;General Felipe Ángeles;41,7
21066;Guadalupe;57,5
21067;Guadalupe Victoria;36,0
21068;Hermenegildo Galeana;64,0
21069;Huaquechula;43,0
21070;Huatlatlauca;50,3
21071;Huauchinango;32,3
21072;Huehuetla;66,0
21073;Huehuetlán el Chico;41,3
21074;Huejotzingo;30,6
21075;Hueyapan;50,0
21076;Hueytamalco;54,7
21077;Hueytlalpan;77,8
21078;Huitzilan de Serdán;60,3
21079;Huitziltepec;28,1
21080;Atlequizayán;68,0
21081;Ixcamilpa de Guerrero;63,7
21082;Ixcaquixtla;30,3
21083;Ixtacamaxtitlán;64,2
21084;Ixtepec;67,4
21085;Izúcar de Matamoros;38,0
21086;Jalpan;70,3
21087;Jolalpan;58,1
21088;Jonotla;54,3
21089;Jopala;58,0
21090;Juan C. Bonilla;37,8
21091;Juan Galindo;14,0
21092;Juan N. Méndez;51,9
21093;Lafragua;50,9
21094;Libres;33,6
21095;La Magdalena Tlatlauquitepec;27,9
21096;Mazapiltepec de Juárez;28,2
21097;Mixtla;39,2
21098;Molcaxac;35,3
21099;Cañada Morelos;52,1
21100;Naupan;53,4
21101;Nauzontla;48,2
21102;Nealtican;36,6
21103;Nicolás Bravo;55,8
21104;Nopalucan;40,1
21105;Ocotepec;44,2
21106;Ocoyucan;57,0
21107;Olintla;70,6
21108;Oriental;29,9
21109;Pahuatlán;55,2
21110;Palmar de Bravo;46,8
21111;Pantepec;64,2
21112;Petlalcingo;45,1
21113;Piaxtla;38,7
21114;Puebla;10,1
21115;Quecholac;45,8
21116;Quimixtlán;66,4
21117;Rafael Lara Grajales;23,4
21118;Los Reyes de Juárez;32,1
21119;San Andrés Cholula;40,2
21120;San Antonio Cañada;63,0
21121;San Diego la Mesa Tochimiltzingo;65,1
21122;San Felipe Teotlalcingo;29,2
21123;San Felipe Tepatlán;63,4
21124;San Gabriel Chilac;35,4
21125;San Gregorio Atzompa;19,9
21126;San Jerónimo Tecuanipan;43,5
21127;San Jerónimo Xayacatlán;53,0
21128;San José Chiapa;42,0
21129;San José Miahuatlán;41,7
21130;San Juan Atenco;25,1
21131;San Juan Atzompa;43,7
21132;San Martín Texmelucan;21,0
21133;San Martín Totoltepec;47,6
21134;San Matías Tlalancaleca;30,0
21135;San Miguel Ixitlán;34,8
21136;San Miguel Xoxtla;11,4
21137;San Nicolás Buenos Aires;50,4
21138;San Nicolás de los Ranchos;32,7
21139;San Pablo Anicano;47,5
21140;San Pedro Cholula;30,9
21141;San Pedro Yeloixtlahuaca;40,6
21142;San Salvador el Seco;36,1
