Clave;Nombre;Total;Sabe leer y escribir;No sabe leer y escribir
15029;Chicoloapan;129061;125264;3219
15030;Chiconcuac;17010;16591;373
15031;Chimalhuacán;450454;428184;18906
15032;Donato Guerra;22999;19157;3451
15033;Ecatepec de Morelos;1286693;1245243;32793
15034;Ecatzingo;6716;6196;510
15035;Huehuetoca;70631;68507;1720
15036;Hueypoxtla;29633;27237;2239
15037;Huixquilucan;181808;174529;4978
15038;Isidro Fabela;7616;7110;481
15039;Ixtapaluca;352259;340728;9156
15040;Ixtapan de la Sal;24530;22345;2099
15041;Ixtapan del Oro;4712;4135;567
15042;Ixtlahuaca;104451;93230;10771
15043;Xalatlaco;19588;18521;944
15044;Jaltenco;20019;19551;316
15045;Jilotepec;62761;58165;4183
15046;Jilotzingo;13544;12800;655
15047;Jiquipilco;49565;44053;5288
15048;Jocotitlán;45659;42045;3064
15049;Joquicingo;9414;8726;655
15050;Juchitepec;17539;16441;1055
15051;Lerma;99695;94351;4692
15052;Malinalco;18673;16590;2013
15053;Melchor Ocampo;37282;35935;987
15054;Metepec;167027;163151;2914
15055;Mexicaltzingo;8806;8463;315
15056;Morelos;20524;17249;3032
15057;Naucalpan de Juárez;642405;619599;18147
15058;Nezahualcóyotl;879637;851207;22684
15059;Nextlalpan;22693;21730;753
15060;Nicolás Romero;276715;264672;10612
15061;Nopaltepec;6586;6185;367
15062;Ocoyoacac;46964;44971;1747
15063;Ocuilan;22739;20450;2170
15064;El Oro;25228;22630;2452
15065;Otumba;25735;24118;1365
15066;Otzoloapan;3574;2963;599
15067;Otzolotepec;56190;50917;4886
15068;Ozumba;20332;19449;818
15069;Papalotla;3178;3040;84
15070;La Paz;190290;182925;6615
15071;Polotitlán;9899;9231;624
15072;Rayón;9460;8989;413
15073;San Antonio la Isla;15595;15079;450
15074;San Felipe del Progreso;83792;70909;12198
15075;San Martín de las Pirámides;18980;18152;694
15076;San Mateo Atenco;53035;50967;1695
15077;San Simón de Guerrero;4485;3968;498
15078;Santo Tomás;6685;5932;679
15079;Soyaniquilpan de Juárez;8883;8338;468
15080;Sultepec;18325;14499;3715
15081;Tecámac;267693;261033;4886
15082;Tejupilco;50732;43408;7076
15083;Temamatla;8228;7971;227
15084;Temascalapa;26715;25295;1300
15085;Temascalcingo;45964;39278;6405
15086;Temascaltepec;23355;20560;2641
15087;Temoaya;63396;56781;6246
15088;Tenancingo;66459;61493;4540
15089;Tenango del Aire;8028;7742;264
15090;Tenango del Valle;57574;52929;4369
15091;Teoloyucan;46865;44842;1664
15092;Teotihuacán;39268;37774;1265
15093;Tepetlaoxtoc;20864;19903;823
15094;Tepetlixpa;14008;13280;683
15095;Tepotzotlán;66652;63705;2531
15096;Tequixquiac;25487;24374;918
15097;Texcaltitlán;12305;10967;1256
15098;Texcalyacac;3824;3679;131
15099;Texcoco;179962;173697;5355
15100;Tezoyuca;25808;24798;840
15101;Tianguistenco;52298;49675;2363
15102;Timilpan;11560;10516;972
15103;Tlalmanalco;35621;34548;942
15104;Tlalnepantla de Baz;526142;509510;12803
15105;Tlatlaya;24560;19721;4695
15106;Toluca;617187;590834;22950
15107;Tonatico;9317;8680;623
15108;Tultepec;99404;96310;2368
15109;Tultitlán;373445;363305;7882
15110;Valle de Bravo;45967;41889;3542
15111;Villa de Allende;33286;28614;4604
15112;Villa del Carbón;32382;28592;3563
15113;Villa Guerrero;42652;38860;3596
15114;Villa Victoria;64132;53756;10023
15115;Xonacatlán;34259;32094;2036
15116;Zacazonapan;2889;2523;349
15117;Zacualpan;11021;9576;1420
15118;Zinacantepec;123382;115493;7179
15119;Zumpahuacán;11586;10054;1510
15120;Zumpango;116626;111461;4436
15121;Cuautitlán Izcalli;400706;392561;6105
15122;Valle de Chalco Solidaridad;265730;252798;11322
15123;Luvianos;19915;16080;3753
15124;San José del Rincón;61627;50679;10687
15125;Tonanitla;7421;7176;206
15996;No especificado;;;
15997;Otros estados;;;
15998;Otros municipios;;;
16001;Acuitzio;8184;7324;820
16002;Aguililla;12055;9929;2097
16003;Álvaro Obregón;15567;13797;1714
16004;Angamacutiro;11410;10068;1289
16005;Angangueo;7985;7243;683
16006;Apatzingán;91247;80966;9649
16007;Aporo;2377;2113;260
16008;Aquila;16504;13889;2506
16009;Ario;25856;22774;2953
16010;Arteaga;15702;12860;2640
16011;Briseñas;8032;7288;701
16012;Buenavista;31232;26540;4571
16013;Carácuaro;6735;5422;1286
16014;Coahuayana;10562;9244;1229
16015;Coalcomán de Vázquez Pallares;12989;11285;1653
16016;Coeneo;16248;14057;2095
16017;Contepec;24090;20939;3066
16018;Copándaro;6706;5922;761
16019;Cotija;14867;12662;2120
16020;Cuitzeo;21159;18441;2628
16021;Charapan;9344;7247;1967
16022;Charo;16540;14683;1641
16023;Chavinda;7716;6714;975
16024;Cherán;13481;11477;1743
16025;Chilchota;27256;22979;4102
16026;Chinicuila;3978;3498;461
16027;Chucándiro;4076;3404;660
16028;Churintzio;4463;4085;358
16029;Churumuco;10612;8742;1791
16030;Ecuandureo;10209;8851;1325
16031;Epitacio Huerta;12081;10345;1709
16032;Erongarícuaro;11203;9803;1351
16033;Gabriel Zamora;15988;13785;2084
16034;Hidalgo;87136;78274;8394
16035;La Huacana;24511;20023;4325
16036;Huandacareo;9131;8068;1046
16037;Huaniqueo;6470;5572;875
16038;Huetamo;32342;26386;5629
16039;Huiramba;5790;5204;552
16040;Indaparapeo;12252;10796;1356
16041;Irimbo;10952;9816;1091
16042;Ixtlán;10647;9191;1407
16043;Jacona;47243;42020;4860
16044;Jiménez;10601;9410;1144
16045;Jiquilpan;26901;24342;2375
16046;Juárez;10071;8566;1436
16047;Jungapeo;14446;12582;1827
16048;Lagunillas;4139;3675;446
16049;Madero;12518;10603;1878
16050;Maravatío;59262;52407;6426
16051;Marcos Castellanos;10094;9362;639
16052;Lázaro Cárdenas;131701;121735;8660
16053;Morelia;560739;535173;22271
16054;Morelos;6255;5580;657
16055;Múgica;33306;28596;4303
16056;Nahuatzen;20129;16456;3442
16057;Nocupétaro;5704;4541;1004
16058;Nuevo Parangaricutiro;13847;12731;1005
16059;Nuevo Urecho;6286;5433;814
16060;Numarán;7279;6627;607
16061;Ocampo;15749;13989;1716
16062;Pajacuarán;14563;12462;1986
16063;Panindícuaro;12354;10707;1625
16064;Parácuaro;18514;15793;2592
16065;Paracho;26067;22319;3350
16066;Pátzcuaro;65877;60073;5420
16067;Penjamillo;13613;11764;1815
16068;Peribán;18251;16572;1579
16069;La Piedad;76074;70359;5199
16070;Purépero;12024;11114;875
16071;Puruándiro;50727;45049;5484
16072;Queréndaro;10188;9105;1026
16073;Quiroga;19614;16913;2603
16074;Cojumatlán de Régules;7668;6541;1087
16075;Los Reyes;46217;40792;5013
16076;Sahuayo;55072;50280;4352
16077;San Lucas;14238;11078;3058
16078;Santa Ana Maya;9725;8409;1263
16079;Salvador Escalante;33273;28611;4519
16080;Senguio;13531;11827;1654
16081;Susupuato;6379;5087;1272
16082;Tacámbaro;51578;45085;6236
16083;Tancítaro;20950;18465;2344
16084;Tangamandapio;20442;17158;3155
16085;Tangancícuaro;24859;21462;3272
16086;Tanhuato;11623;10262;1245
16087;Taretan;10264;9285;928
16088;Tarímbaro;53404;49890;3128
16089;Tepalcatepec;17465;15135;2242
16090;Tingambato;10491;9466;953
16091;Tingüindín;10354;9220;1063
16092;Tiquicheo de Nicolás Romero;10342;7979;2329
16093;Tlalpujahua;20400;18301;2005
16094;Tlazazalca;5571;4820;740
16095;Tocumbo;9006;7881;1042
16096;Tumbiscatío;5780;4506;1254
16097;Turicato;23513;18845;4542
16098;Tuxpan;19336;17557;1681
16099;Tuzantla;12277;9796;2370
16100;Tzintzuntzan;10418;8984;1285
16101;Tzitzio;6614;5357;1204
16102;Uruapan;234356;218532;14701
16103;Venustiano Carranza;18031;16037;1944
16104;Villamar;13193;11217;1886
16105;Vista Hermosa;14509;12957;1411
16106;Yurécuaro;22569;19932;2410
16107;Zacapu;56620;52527;3518
16108;Zamora;140308;127714;11207
16109;Zináparo;2636;2365;263
16110;Zinapécuaro;35610;31265;4186
16111;Ziracuaretiro;11121;10149;935
16112;Zitácuaro;114721;102659;11146
16113;José Sixto Verduzco;19896;17325;2501
16996;No especificado;;;
16997;Otros estados;;;
16998;Otros municipios;;;
17001;Amacuzac;13042;11564;1384
17002;Atlatlahucan;14464;13464;916
17003;Axochiapan;25452;21790;3370
17004;Ayala;59225;53003;5744
17005;Coatlán del Río;7324;6449;833
17006;Cuautla;135255;126906;7654
17007;Cuernavaca;283439;272968;8493
17008;Emiliano Zapata;61706;57838;3552
17009;Huitzilac;12845;12208;491
17010;Jantetelco;11962;10965;917
17011;Jiutepec;153181;146278;5947
17012;Jojutla;43757;40700;2764
17013;Jonacatepec;11483;10492;906
17014;Mazatepec;7304;6564;656
17015;Miacatlán;18843;16514;2207
17016;Ocuituco;12505;11619;817
17017;Puente de Ixtla;46711;41936;4452
17018;Temixco;82379;76047;5894
17019;Tepalcingo;19588;17193;2229
17020;Tepoztlán;32065;30374;1520
17021;Tetecala;5800;5236;526
17022;Tetela del Volcán;13847;12743;1028
17023;Tlalnepantla;4944;4567;354
17024;Tlaltizapán de Zapata;37304;33850;3165
17025;Tlaquiltenango;24607;22365;2153
17026;Tlayacapan;12569;11692;826
17027;Totolapan;7964;7416;516
17028;Xochitepec;47940;44405;3284
17029;Yautepec;74348;69309;4535
17030;Yecapixtla;34654;31980;2394
17031;Zacatepec;27815;26216;1468
17032;Zacualpan;6995;6579;372
17033;Temoac;11113;10060;916
17996;No especificado;;;
17997;Otros estados;;;
17998;Otros municipios;;;
18001;Acaponeta;28166;25834;2070
18002;Ahuacatlán;12006;11202;765
18003;Amatlán de Cañas;8867;8142;707
18004;Compostela;53927;49949;3646
18005;Huajicori;7987;6951;1009
18006;Ixtlán del Río;21090;19693;1251
18007;Jala;13098;12044;1013
18008;Xalisco;36577;35145;1300
18009;Del Nayar;21825;15087;6624
18010;Rosamorada;26097;23692;2267
18011;Ruíz;17522;15850;1567
18012;San Blas;33682;31248;2291
18013;San Pedro Lagunillas;5906;5460;431
18014;Santa María del Oro;17188;15529;1533
18015;Santiago Ixcuintla;71922;66509;5154
18016;Tecuala;30986;28206;2354
18017;Tepic;293246;283421;8588
18018;Tuxpan;23740;22060;1435
18019;La Yesca;9534;8279;1225
18020;Bahía de Banderas;90542;86141;3590
18996;No especificado;;;
18997;Otros estados;;;
18998;Otros municipios;;;
19001;Abasolo;2022;1944;52
19002;Agualeguas;2837;2673;122
19003;Los Aldamas;1108;1040;60
19004;Allende;24807;24012;634
19005;Anáhuac;13413;12774;518
19006;Apodaca;381412;369839;3926
19007;Aramberri;11659;10408;1151
19008;Bustamante;2940;2802;107
19009;Cadereyta Jiménez;65713;63447;1611
19010;Carmen;11418;11027;256
19011;Cerralvo;6136;5773;322
19012;Ciénega de Flores;17408;16816;366
19013;China;8595;8111;383
19014;Dr. Arroyo;26044;22708;3183
19015;Dr. Coss;1388;1297;84
19016;Dr. González;2550;2387;137
19017;Galeana;30184;27444;2484
19018;García;97629;94403;1836
19019;San Pedro Garza García;97513;91873;1289
19020;Gral. Bravo;4267;4022;216
19021;Gral. Escobedo;260771;253673;4867
19022;Gral. Terán;11506;10836;574
19023;Gral. Treviño;1050;1002;46
19024;Gral. Zaragoza;4333;4025;290
19025;Gral. Zuazua;37039;36263;521
19026;Guadalupe;536614;518343;9579
19027;Los Herreras;1667;1560;98
19028;Higueras;1211;1146;60
19029;Hualahuises;5432;5201;188
19030;Iturbide;2714;2507;189
19031;Juárez;177984;172798;2680
19032;Lampazos de Naranjo;4094;3875;173
19033;Linares;60289;58028;1726
19034;Marín;4047;3905;119
19035;Melchor Ocampo;684;650;28
19036;Mier y Noriega;5096;4411;663
19037;Mina;4112;3854;250
19038;Montemorelos;45663;43690;1446
19039;Monterrey;904954;865625;19459
19040;Parás;834;782;43
19041;Pesquería;15266;14712;440
19042;Los Ramones;4273;3951;267
19043;Rayones;2058;1838;214
19044;Sabinas Hidalgo;27046;25653;851
19045;Salinas Victoria;23805;22320;786
19046;San Nicolás de los Garza;366319;357267;4263
19047;Hidalgo;12407;11376;353
19048;Santa Catarina;205211;197612;4361
19049;Santiago;31156;30226;676
19050;Vallecillo;1531;1441;85
19051;Villaldama;3303;3145;123
19996;No especificado;;;
19997;Otros estados;;;
19998;Otros municipios;;;
20001;Abejones;784;600;181
20002;Acatlán de Pérez Figueroa;34443;28571;5581
20003;Asunción Cacalotepec;1980;1400;568
20004;Asunción Cuyotepeji;765;662;102
20005;Asunción Ixtaltepec;12048;10126;1831
20006;Asunción Nochixtlán;13283;12064;1142
20007;Asunción Ocotlán;2030;1352;665
20008;Asunción Tlacolulita;676;602;72
20009;Ayotzintepec;4939;4152;781
20010;El Barrio de la Soledad;10746;9779;923
20011;Calihualá;880;637;241
20012;Candelaria Loxicha;6658;4977;1650
20013;Ciénega de Zimatlán;2244;1969;262
20014;Ciudad Ixtepec;20317;18164;1807
20015;Coatecas Altas;3337;2007;1321
20016;Coicoyán de las Flores;5134;2493;2635
20017;La Compañía;2515;1896;614
20018;Concepción Buenavista;623;557;64
20019;Concepción Pápalo;2345;1887;457
20020;Constancia del Rosario;2567;1760;791
20021;Cosolapa;11258;9605;1564
20022;Cosoltepec;734;662;70
20023;Cuilápam de Guerrero;13990;13094;829
20024;Cuyamecalco Villa de Zaragoza;2875;1921;943
20025;Chahuites;8395;6983;1362
20026;Chalcatongo de Hidalgo;6389;5369;981
20027;Chiquihuitlán de Benito Juárez;1939;1258;673
20028;Heroica Ciudad de Ejutla de Crespo;14744;12066;2626
20029;Eloxochitlán de Flores Magón;3018;1768;1239
20030;El Espinal;6738;6145;528
20031;Tamazulápam del Espíritu Santo;5660;4118;1514
20032;Fresnillo de Trujano;805;609;196
20033;Guadalupe Etla;1907;1823;77
20034;Guadalupe de Ramírez;1065;896;161
20035;Guelatao de Juárez;430;421;8
20036;Guevea de Humboldt;3879;3068;803
20037;Mesones Hidalgo;3062;2147;886
20038;Villa Hidalgo;1719;1300;415
20039;Heroica Ciudad de Huajuapan de León;52459;48284;3639
20040;Huautepec;4032;2156;1864
20041;Huautla de Jiménez;22045;14703;7094
20042;Ixtlán de Juárez;5707;5135;559
20043;Heroica Ciudad de Juchitán de Zaragoza;71781;61831;9498
20044;Loma Bonita;31534;27169;4192
20045;Magdalena Apasco;5576;5363;139
20046;Magdalena Jaltepec;2659;2212;445
20047;Santa Magdalena Jicotlán;76;70;6
20048;Magdalena Mixtepec;809;627;181
20049;Magdalena Ocotlán;870;780;82
20050;Magdalena Peñasco;2643;1895;735
20051;Magdalena Teitipac;3026;2048;973
20052;Magdalena Tequisistlán;4790;4137;625
20053;Magdalena Tlacotepec;994;811;183
20054;Magdalena Zahuatlán;325;299;22
20055;Mariscala de Juárez;2666;2225;439
20056;Mártires de Tacubaya;1076;874;189
20057;Matías Romero Avendaño;29422;25622;3382
20058;Mazatlán Villa de Flores;9514;6266;3174
20059;Miahuatlán de Porfirio Díaz;30283;25749;4382
20060;Mixistlán de la Reforma;2054;1593;460
20061;Monjas;1886;1368;509
20062;Natividad;486;456;27
20063;Nazareno Etla;3056;2979;60
20064;Nejapa de Madero;5690;5033;631
20065;Ixpantepec Nieves;994;628;363
20066;Santiago Niltepec;4245;3418;807
20067;Oaxaca de Juárez;205693;196972;7573
20068;Ocotlán de Morelos;16204;14561;1570
20069;La Pe;1685;1405;277
20070;Pinotepa de Don Luis;4990;3698;1174
20071;Pluma Hidalgo;2195;1729;455
20072;San José del Progreso;4764;3958;798
20073;Putla Villa de Guerrero;23869;20185;3303
20074;Santa Catarina Quioquitani;327;300;27
20075;Reforma de Pineda;2158;1791;360
20076;La Reforma;2356;2089;259
20077;Reyes Etla;2788;2691;85
20078;Rojas de Cuauhtémoc;903;838;61
20079;Salina Cruz;64899;61071;3470
20080;San Agustín Amatengo;1111;771;335
20081;San Agustín Atenango;1533;1094;436
20082;San Agustín Chayuco;2958;2379;566
20083;San Agustín de las Juntas;5797;5465;302
20084;San Agustín Etla;3059;2963;80
20085;San Agustín Loxicha;14859;11067;3745
20086;San Agustín Tlacotepec;705;574;124
20087;San Agustín Yatareni;3046;2830;209
20088;San Andrés Cabecera Nueva;2109;1778;324
20089;San Andrés Dinicuiti;1665;1406;258
20090;San Andrés Huaxpaltepec;4465;3683;730
20091;San Andrés Huayápam;3856;3724;116
20092;San Andrés Ixtlahuaca;1168;1037;122
20093;San Andrés Lagunas;376;342;34
20094;San Andrés Nuxiño;1457;1331;123
20095;San Andrés Paxtlán;2857;2036;813
20096;San Andrés Sinaxtla;592;550;39
20097;San Andrés Solaga;1352;1183;166
20098;San Andrés Teotilálpam;3247;2477;761
20099;San Andrés Tepetlapa;355;246;108
20100;San Andrés Yaá;446;293;149
20101;San Andrés Zabache;578;401;177
20102;San Andrés Zautla;3361;3170;187
20103;San Antonino Castillo Velasco;4384;3902;478
20104;San Antonino el Alto;1816;1586;224
20105;San Antonino Monte Verde;4783;4031;737
20106;San Antonio Acutla;230;179;49
20107;San Antonio de la Cal;16113;15024;1009
20108;San Antonio Huitepec;3104;2679;416
20109;San Antonio Nanahuatípam;965;868;92
20110;San Antonio Sinicahua;1116;800;313
20111;San Antonio Tepetlapa;3085;2329;743
20112;San Baltazar Chichicápam;2094;1476;609
20113;San Baltazar Loxicha;2078;1785;289
20114;San Baltazar Yatzachi el Bajo;576;449;123
20115;San Bartolo Coyotepec;6604;6271;294
20116;San Bartolomé Ayautla;2848;1662;1183
20117;San Bartolomé Loxicha;1791;1444;341
20118;San Bartolomé Quialana;1876;1386;487
20119;San Bartolomé Yucuañe;339;253;84
20120;San Bartolomé Zoogocho;317;272;44
20121;San Bartolo Soyaltepec;528;427;100
20122;San Bartolo Yautepec;557;523;32
20123;San Bernardo Mixtepec;2034;1713;277
20124;San Blas Atempa;12833;8680;4111
20125;San Carlos Yautepec;8520;7111;1372
20126;San Cristóbal Amatlán;3383;2252;1119
20127;San Cristóbal Amoltepec;923;694;229
20128;San Cristóbal Lachirioag;1036;834;200
20129;San Cristóbal Suchixtlahuaca;261;254;7
20130;San Dionisio del Mar;3845;2906;910
20131;San Dionisio Ocotepec;8182;6332;1826
20132;San Dionisio Ocotlán;967;880;72
20133;San Esteban Atatlahuca;2926;2404;510
20134;San Felipe Jalapa de Díaz;18499;13473;4966
20135;San Felipe Tejalápam;5432;4849;574
20136;San Felipe Usila;8440;6568;1817
20137;San Francisco Cahuacuá;2401;2120;271
20138;San Francisco Cajonos;367;302;62
20139;San Francisco Chapulapa;1472;1048;419
20140;San Francisco Chindúa;634;570;62
20141;San Francisco del Mar;5286;4449;802
20142;San Francisco Huehuetlán;922;541;377
20143;San Francisco Ixhuatán;7039;5960;1041
20144;San Francisco Jaltepetongo;892;778;113
20145;San Francisco Lachigoló;2625;2496;120
20146;San Francisco Logueche;1743;1313;425
20147;San Francisco Nuxaño;302;278;24
20148;San Francisco Ozolotepec;1305;978;324
20149;San Francisco Sola;1056;866;183
20150;San Francisco Telixtlahuaca;8851;8222;590
20151;San Francisco Teopan;306;246;59
20152;San Francisco Tlapancingo;1474;1029;442
20153;San Gabriel Mixtepec;3395;2896;453
20154;San Ildefonso Amatlán;1622;1344;278
20155;San Ildefonso Sola;643;537;103
20156;San Ildefonso Villa Alta;2759;2343;396
20157;San Jacinto Amilpas;10343;9910;349
20158;San Jacinto Tlacotepec;1642;1303;337
20159;San Jerónimo Coatlán;3698;3151;544
20160;San Jerónimo Silacayoapilla;1086;909;169
20161;San Jerónimo Sosola;1947;1737;206
20162;San Jerónimo Taviche;1224;1035;185
20163;San Jerónimo Tecóatl;1134;797;335
20164;San Jorge Nuchita;2364;1744;614
20165;San José Ayuquila;1047;832;210
20166;San José Chiltepec;8359;7029;1313
20167;San José del Peñasco;1496;1294;200
20168;San José Estancia Grande;716;572;141
20169;San José Independencia;2595;1945;627
20170;San José Lachiguiri;2651;1675;975
20171;San José Tenango;12831;7936;4857
20172;San Juan Achiutla;375;342;33
20173;San Juan Atepec;1202;1067;128
20174;Ánimas Trujano;2910;2783;113
20175;San Juan Bautista Atatlahuca;1303;1061;238
20176;San Juan Bautista Coixtlahuaca;2092;1847;232
20177;San Juan Bautista Cuicatlán;7217;6314;862
20178;San Juan Bautista Guelache;4756;4583;121
20179;San Juan Bautista Jayacatlán;1087;940;144
20180;San Juan Bautista Lo de Soto;1813;1464;333
20181;San Juan Bautista Suchitepec;349;305;44
20182;San Juan Bautista Tlacoatzintepec;1578;1121;444
20183;San Juan Bautista Tlachichilco;1024;805;214
20184;San Juan Bautista Tuxtepec;118595;107712;9951
20185;San Juan Cacahuatepec;6482;5638;726
20186;San Juan Cieneguilla;462;369;90
20187;San Juan Coatzóspam;1962;1437;512
20188;San Juan Colorado;6786;5200;1549
20189;San Juan Comaltepec;1723;1390;332
20190;San Juan Cotzocón;16851;13487;3196
20191;San Juan Chicomezúchil;271;257;10
20192;San Juan Chilateca;1170;1126;43
20193;San Juan del Estado;1982;1781;199
20194;San Juan del Río;1017;811;203
20195;San Juan Diuxi;1006;647;356
20196;San Juan Evangelista Analco;327;309;15
20197;San Juan Guelavía;2431;2071;353
20198;San Juan Guichicovi;21948;14683;7057
20199;San Juan Ihualtepec;519;381;136
20200;San Juan Juquila Mixes;2885;1971;899
20201;San Juan Juquila Vijanos;1318;1119;193
20202;San Juan Lachao;3101;2443;642
20203;San Juan Lachigalla;2230;1704;521
20204;San Juan Lajarcia;572;528;44
20205;San Juan Lalana;12227;9215;2992
20206;San Juan de los Cués;1798;1529;262
20207;San Juan Mazatlán;12083;9189;2840
20208;San Juan Mixtepec -Dto. 08 -;6262;4182;2004
20209;San Juan Mixtepec -Dto. 26 -;567;372;193
20210;San Juan Ñumí;5090;4190;867
20211;San Juan Ozolotepec;2088;1629;455
20212;San Juan Petlapa;1846;1215;629
20213;San Juan Quiahije;2419;1708;704
20214;San Juan Quiotepec;1828;1325;492
20215;San Juan Sayultepec;601;562;37
20216;San Juan Tabaá;1021;885;133
20217;San Juan Tamazola;2516;2157;355
20218;San Juan Teita;483;350;129
20219;San Juan Teitipac;2107;1643;458
20220;San Juan Tepeuxila;2094;1908;185
20221;San Juan Teposcolula;991;890;94
20222;San Juan Yaeé;1156;1045;109
20223;San Juan Yatzona;341;299;41
20224;San Juan Yucuita;571;539;31
20225;San Lorenzo;4291;3106;1152
20226;San Lorenzo Albarradas;2089;1750;334
20227;San Lorenzo Cacaotepec;10510;10103;350
20228;San Lorenzo Cuaunecuiltitla;531;380;146
20229;San Lorenzo Texmelúcan;4456;2958;1493
20230;San Lorenzo Victoria;808;647;157
20231;San Lucas Camotlán;2110;1473;633
20232;San Lucas Ojitlán;15520;12612;2857
20233;San Lucas Quiaviní;1409;948;456
20234;San Lucas Zoquiápam;5308;3473;1823
20235;San Luis Amatlán;2684;1934;746
20236;San Marcial Ozolotepec;1039;739;299
20237;San Marcos Arteaga;1163;1001;154
20238;San Martín de los Cansecos;646;563;81
20239;San Martín Huamelúlpam;842;770;68
20240;San Martín Itunyoso;1679;1065;606
20241;San Martín Lachilá;862;676;185
20242;San Martín Peras;6653;3631;2997
20243;San Martín Tilcajete;1354;1264;86
20244;San Martín Toxpalan;2638;2295;335
20245;San Martín Zacatepec;965;755;209
20246;San Mateo Cajonos;484;374;108
20247;Capulálpam de Méndez;1148;1101;23
20248;San Mateo del Mar;10054;7802;2222
20249;San Mateo Yoloxochitlán;2395;1853;534
20250;San Mateo Etlatongo;902;833;65
20251;San Mateo Nejápam;850;642;208
20252;San Mateo Peñasco;1559;1096;454
20253;San Mateo Piñas;1700;1327;372
20254;San Mateo Río Hondo;2459;2047;396
20255;San Mateo Sindihui;1558;1076;475
20256;San Mateo Tlapiltepec;185;151;34
20257;San Melchor Betaza;891;633;257
20258;San Miguel Achiutla;621;530;87
20259;San Miguel Ahuehuetitlán;1749;1069;677
20260;San Miguel Aloápam;1935;1570;362
20261;San Miguel Amatitlán;5000;3808;1175
20262;San Miguel Amatlán;813;771;42
20263;San Miguel Coatlán;2266;1704;558
20264;San Miguel Chicahua;1643;1227;370
20265;San Miguel Chimalapa;4621;3561;1015
20266;San Miguel del Puerto;6228;4961;1250
20267;San Miguel del Río;236;229;5
20268;San Miguel Ejutla;699;591;102
20269;San Miguel el Grande;3245;2713;499
20270;San Miguel Huautla;1071;788;282
20271;San Miguel Mixtepec;2157;1567;588
20272;San Miguel Panixtlahuaca;4074;3021;1037
20273;San Miguel Peras;2391;1979;409
20274;San Miguel Piedras;994;860;127
20275;San Miguel Quetzaltepec;5486;3745;1723
20276;San Miguel Santa Flor;658;375;276
20277;Villa Sola de Vega;9099;7495;1536
20278;San Miguel Soyaltepec;27032;21342;5300
20279;San Miguel Suchixtepec;2199;1777;412
20280;Villa Talea de Castro;1878;1720;152
20281;San Miguel Tecomatlán;259;239;20
20282;San Miguel Tenango;606;528;76
20283;San Miguel Tequixtepec;799;720;78
20284;San Miguel Tilquiápam;2110;1356;753
20285;San Miguel Tlacamama;2564;2095;448
20286;San Miguel Tlacotepec;2550;1859;679
20287;San Miguel Tulancingo;293;233;58
20288;San Miguel Yotao;436;394;42
20289;San Nicolás;902;689;211
20290;San Nicolás Hidalgo;747;595;151
20291;San Pablo Coatlán;2906;2534;369
20292;San Pablo Cuatro Venados;945;819;126
20293;San Pablo Etla;11647;11372;211
20294;San Pablo Huitzo;4957;4718;218
20295;San Pablo Huixtepec;7048;6307;681
20296;San Pablo Macuiltianguis;766;655;110
20297;San Pablo Tijaltepec;1391;1017;371
20298;San Pablo Villa de Mitla;9142;8088;1035
20299;San Pablo Yaganiza;877;724;147
20300;San Pedro Amuzgos;4699;3604;1045
20301;San Pedro Apóstol;1262;1080;176
20302;San Pedro Atoyac;2852;2106;736
20303;San Pedro Cajonos;932;808;117
20304;San Pedro Coxcaltepec Cántaros;656;560;94
20305;San Pedro Comitancillo;3192;2911;275
20306;San Pedro el Alto;2529;1855;665
20307;San Pedro Huamelula;7317;6140;1155
20308;San Pedro Huilotepec;2218;1916;296
20309;San Pedro Ixcatlán;7411;5582;1812
20310;San Pedro Ixtlahuaca;4963;4497;438
20311;San Pedro Jaltepetongo;374;236;130
20312;San Pedro Jicayán;8137;6406;1658
20313;San Pedro Jocotipac;709;453;255
20314;San Pedro Juchatengo;1312;1165;143
20315;San Pedro Mártir;1285;1064;216
20316;San Pedro Mártir Quiechapa;557;517;38
20317;San Pedro Mártir Yucuxaco;1041;937;96
20318;San Pedro Mixtepec -Dto. 22 -;31841;28236;3353
20319;San Pedro Mixtepec -Dto. 26 -;834;680;150
20320;San Pedro Molinos;564;446;114
20321;San Pedro Nopala;607;492;114
20322;San Pedro Ocopetatillo;640;401;237
20323;San Pedro Ocotepec;1500;1207;290
20324;San Pedro Pochutla;32325;26718;5362
20325;San Pedro Quiatoni;7693;5720;1958
20326;San Pedro Sochiápam;3320;2486;825
20327;San Pedro Tapanatepec;10708;8986;1663
20328;San Pedro Taviche;841;700;138
20329;San Pedro Teozacoalco;1025;863;159
20330;San Pedro Teutila;3104;2564;533
20331;San Pedro Tidaá;717;556;160
20332;San Pedro Topiltepec;315;283;32
20333;San Pedro Totolápam;2086;1854;228
20334;Villa de Tututepec de Melchor Ocampo;32962;27311;5054
20335;San Pedro Yaneri;703;627;75
20336;San Pedro Yólox;1734;1382;351
20337;San Pedro y San Pablo Ayutla;4120;2665;1425
20338;Villa de Etla;7230;6904;282
20339;San Pedro y San Pablo Teposcolula;3091;2901;178
20340;San Pedro y San Pablo Tequixtepec;1511;1308;197
20341;San Pedro Yucunama;175;165;10
20342;San Raymundo Jalpan;1608;1515;73
20343;San Sebastián Abasolo;1450;1377;69
