Clave del municipio;Municipio;pobalimentaria
21157;Tehuitzingo;33.7
21158;Tenampulco;43.9
21159;Teopantlán;44.9
21160;Teotlalco;34.7
21161;Tepanco de López;30.2
21162;Tepango de Rodríguez;53.4
21163;Tepatlaxco de Hidalgo;47.6
21164;Tepeaca;36.8
21165;Tepemaxalco;62.9
21166;Tepeojuma;29.1
21167;Tepetzintla;61.5
21168;Tepexco;48.1
21169;Tepexi de Rodríguez;37.4
21170;Tepeyahualco;42.5
21171;Tepeyahualco de Cuauhtémoc;20.6
21172;Tetela de Ocampo;40.2
21173;Teteles de Ávila Castillo;15.5
21174;Teziutlán;21.2
21175;Tianguismanalco;42.8
21176;Tilapa;21.4
21177;Tlacotepec de Benito Juárez;42.4
21178;Tlacuilotepec;58
21179;Tlachichuca;44.7
21180;Tlahuapan;34.1
21181;Tlaltenango;24.8
21182;Tlanepantla;32.7
21183;Tlaola;54.9
21184;Tlapacoya;56.4
21185;Tlapanalá;33.6
21186;Tlatlauquitepec;33.3
21187;Tlaxco;50.7
21188;Tochimilco;51.7
21189;Tochtepec;30.1
21190;Totoltepec de Guerrero;35.3
21191;Tulcingo;32.5
21192;Tuzamapan de Galeana;40.1
21193;Tzicatlacoyan;42.7
21194;Venustiano Carranza;29.2
21195;Vicente Guerrero;62.8
21196;Xayacatlán de Bravo;30.6
21197;Xicotepec;41.2
21198;Xicotlán;38.4
21199;Xiutetelco;48.7
21200;Xochiapulco;46.8
21201;Xochiltepec;41.8
21202;Xochitlán de Vicente Suárez;50.9
21203;Xochitlán Todos Santos;38.9
21204;Yaonáhuac;33
21205;Yehualtepec;34
21206;Zacapala;41.2
21207;Zacapoaxtla;40.6
21208;Zacatlán;32
21209;Zapotitlán;33.6
21210;Zapotitlán de Méndez;45.5
21211;Zaragoza;13.2
21212;Zautla;45.6
21213;Zihuateutla;51.7
21214;Zinacatepec;40.3
21215;Zongozotla;49.3
21216;Zoquiapan;47.1
21217;Zoquitlán;67.1
22001;Amealco de Bonfil;40.3
22002;Pinal de Amoles;55.4
22003;Arroyo Seco;33.8
22004;Cadereyta de Montes;27.4
22005;Colón;20.9
22006;Corregidora;4.1
22007;Ezequiel Montes;18.1
22008;Huimilpan;33.4
22009;Jalpan de Serra;32.8
22010;Landa de Matamoros;47.6
22011;El Marqués;15.3
22012;Pedro Escobedo;11.2
22013;Peñamiller;40.5
22014;Querétaro;9.1
22015;San Joaquín;44.8
22016;San Juan del Río;13.5
22017;Tequisquiapan;16.9
22018;Tolimán;28.9
23001;Cozumel;11.1
23002;Felipe Carrillo Puerto;50.7
23003;Isla Mujeres;7.5
23004;Othón P. Blanco;20
23005;Benito Juárez;15.1
23006;José María Morelos;46.2
23007;Lázaro Cárdenas;38.9
23008;Solidaridad;14.8
23009;Tulum;23.2
24001;Ahualulco;39.7
24002;Alaquines;48.9
24003;Aquismón;61
24004;Armadillo de los Infante;37.9
24005;Cárdenas;21.7
24006;Catorce;30.2
24007;Cedral;16.3
24008;Cerritos;18.5
24009;Cerro de San Pedro;9.2
24010;Ciudad del Maíz;35.2
24011;Ciudad Fernández;28.8
24012;Tancanhuitz;42.3
24013;Ciudad Valles;16.5
24014;Coxcatlán;51.9
24015;Charcas;20.1
24016;Ebano;29.9
24017;Guadalcázar;40.6
24018;Huehuetlán;44.1
24019;Lagunillas;38.9
24020;Matehuala;13.3
24021;Mexquitic de Carmona;33.5
24022;Moctezuma;46.2
24023;Rayón;28.7
24024;Rioverde;27.1
24025;Salinas;29.9
24026;San Antonio;60.5
24027;San Ciro de Acosta;25.4
24028;San Luis Potosí;9.3
24029;San Martín Chalchicuautla;46.5
24030;San Nicolás Tolentino;31.6
24031;Santa Catarina;62.6
24032;Santa María del Río;27.8
24033;Santo Domingo;32.6
24034;San Vicente Tancuayalab;35.9
24035;Soledad de Graciano Sánchez;15.5
24036;Tamasopo;33.4
24037;Tamazunchale;39.8
24038;Tampacán;48.9
24039;Tampamolón Corona;48.2
24040;Tamuín;25.7
24041;Tanlajás;59.5
24042;Tanquián de Escobedo;30.4
24043;Tierra Nueva;33.9
24044;Vanegas;35.5
24045;Venado;33.9
24046;Villa de Arriaga;33.6
24047;Villa de Guadalupe;35.9
24048;Villa de la Paz;7.6
24049;Villa de Ramos;45.7
24050;Villa de Reyes;27.6
24051;Villa Hidalgo;22
24052;Villa Juárez;32
24053;Axtla de Terrazas;40.3
24054;Xilitla;52.6
24055;Zaragoza;29.1
24056;Villa de Arista;38.2
24057;Matlapa;48.4
24058;El Naranjo;15.7
25001;Ahome;9.5
25002;Angostura;8.8
25003;Badiraguato;36.4
25004;Concordia;17.8
25005;Cosalá;29.1
25006;Culiacán;9.5
25007;Choix;36.5
25008;Elota;22.9
25009;Escuinapa;14.6
25010;El Fuerte;15.9
25011;Guasave;13.2
25012;Mazatlán;8.8
25013;Mocorito;17.4
25014;Rosario;18.5
25015;Salvador Alvarado;9.5
25016;San Ignacio;21.7
25017;Sinaloa;28.9
25018;Navolato;13.8
26001;Aconchi;8.6
26002;Agua Prieta;18.4
26003;Alamos;24.7
26004;Altar;9.2
26005;Arivechi;14
26006;Arizpe;9
26007;Atil;6.6
26008;Bacadéhuachi;15
26009;Bacanora;13.2
26010;Bacerac;14.7
26011;Bacoachi;6
26012;Bácum;8.9
26013;Banámichi;9.6
26014;Baviácora;5.8
26015;Bavispe;15.4
26016;Benjamín Hill;4.5
26017;Caborca;14.7
26018;Cajeme;7.8
26019;Cananea;11.5
26020;Carbó;10.5
26021;La Colorada;6.5
26022;Cucurpe;10.3
26023;Cumpas;3.9
26024;Divisaderos;9.1
26025;Empalme;17.2
26026;Etchojoa;25.2
26027;Fronteras;4.6
26028;Granados;4.5
26029;Guaymas;13.7
26030;Hermosillo;11
26031;Huachinera;13.6
26032;Huásabas;6.6
26033;Huatabampo;17.9
26034;Huépac;4.2
26035;Imuris;7.7
26036;Magdalena;20.8
26037;Mazatán;5.8
26038;Moctezuma;2.8
26039;Naco;5.7
26040;Nácori Chico;19.4
26041;Nacozari de García;2.8
26042;Navojoa;16.4
26043;Nogales;11
26044;Onavas;13.6
26045;Opodepe;13.2
26046;Oquitoa;4.8
26047;Pitiquito;5
26048;Puerto Peñasco;19.4
26049;Quiriego;29.3
26050;Rayón;10.6
26051;Rosario;20.4
26052;Sahuaripa;11.8
26053;San Felipe de Jesús;7.5
26054;San Javier;4.9
26055;San Luis Río Colorado;13.5
26056;San Miguel de Horcasitas;25.6
26057;San Pedro de la Cueva;10.6
26058;Santa Ana;5.3
26059;Santa Cruz;10.6
26060;Sáric;13.3
26061;Soyopa;10.2
26062;Suaqui Grande;10.8
26063;Tepache;10.2
26064;Trincheras;10.5
26065;Tubutama;12.4
26066;Ures;4.5
26067;Villa Hidalgo;6.2
26068;Villa Pesqueira;7.1
26069;Yécora;26.9
26070;General Plutarco Elías Calles;10
26071;Benito Juárez;16.2
26072;San Ignacio Río Muerto;16.4
27001;Balancán;31.4
27002;Cárdenas;29.7
27003;Centla;33.6
27004;Centro;7
27005;Comalcalco;27.2
27006;Cunduacán;21.6
27007;Emiliano Zapata;19.7
27008;Huimanguillo;31.6
27009;Jalapa;17.3
27010;Jalpa de Méndez;17.6
27011;Jonuta;36.7
27012;Macuspana;27.3
27013;Nacajuca;10.2
27014;Paraíso;18.1
27015;Tacotalpa;38.8
27016;Teapa;23.9
27017;Tenosique;24
28001;Abasolo;20.8
28002;Aldama;15.2
28003;Altamira;16.9
28004;Antiguo Morelos;18.4
28005;Burgos;24.8
28006;Bustamante;50.6
28007;Camargo;5.7
28008;Casas;35
28009;Ciudad Madero;11.5
28010;Cruillas;26
28011;Gómez Farías;22.5
28012;González;19.1
28013;Güémez;28.6
28014;Guerrero;3.7
28015;Gustavo Díaz Ordaz;5.2
28016;Hidalgo;21.5
28017;Jaumave;28.4
28018;Jiménez;12.3
28019;Llera;24.4
28020;Mainero;26.6
28021;El Mante;11.2
28022;Matamoros;12
28023;Méndez;19.5
28024;Mier;3.1
28025;Miguel Alemán;11.9
28026;Miquihuana;48.2
28027;Nuevo Laredo;14.4
28028;Nuevo Morelos;18.2
28029;Ocampo;17.5
28030;Padilla;15.1
28031;Palmillas;26.5
28032;Reynosa;13
28033;Río Bravo;16
28034;San Carlos;33.9
28035;San Fernando;18.5
28036;San Nicolás;56.9
28037;Soto la Marina;20.2
28038;Tampico;11.2
28039;Tula;30
28040;Valle Hermoso;13.3
28041;Victoria;10.3
28042;Villagrán;26.2
28043;Xicoténcatl;11
29001;Amaxac de Guerrero;5.8
29002;Apetatitlán de Antonio Carvajal;4.9
29003;Atlangatepec;25.4
29004;Altzayanca;32.1
29005;Apizaco;11.7
29006;Calpulalpan;19.2
29007;El Carmen Tequexquitla;31.4
29008;Cuapiaxtla;24.5
29009;Cuaxomulco;18.9
29010;Chiautempan;20.9
29011;Muñoz de Domingo Arenas;18
29012;Españita;34.8
29013;Huamantla;23.5
29014;Hueyotlipan;26
29015;Ixtacuixtla de Mariano Matamoros;12.5
29016;Ixtenco;13.3
29017;Mazatecochco de José María Morelos;16.4
29018;Contla de Juan Cuamatzi;25.6
29019;Tepetitla de Lardizábal;13.8
29020;Sanctórum de Lázaro Cárdenas;18
29021;Nanacamilpa de Mariano Arista;14.3
29022;Acuamanala de Miguel Hidalgo;10.9
29023;Natívitas;18.3
29024;Panotla;8.2
29025;San Pablo del Monte;31.9
29026;Santa Cruz Tlaxcala;10.5
29027;Tenancingo;11.9
29028;Teolocholco;23
29029;Tepeyanco;9.9
29030;Terrenate;32.5
29031;Tetla de la Solidaridad;12.1
29032;Tetlatlahuca;11.9
29033;Tlaxcala;7.1
29034;Tlaxco;25.2
29035;Tocatlán;18.6
29036;Totolac;4.9
29037;Zitlaltepec de Trinidad Sánchez Santos;37.2
29038;Tzompantepec;10.6
29039;Xaloztoc;22.9
29040;Xaltocan;20.6
29041;Papalotla de Xicohténcatl;16.9
29042;Xicohtzinco;4.7
29043;Yauhquemecan;5.8
29044;Zacatelco;22.8
29045;Benito Juárez;17.9
29046;Emiliano Zapata;39.7
29047;Lázaro Cárdenas;31.5
29048;La Magdalena Tlaltelulco;31.9
29049;San Damián Texoloc;8.2
29050;San Francisco Tetlanohcan;22.3
29051;San Jerónimo Zacualpan;10
29052;San José Teacalco;24.9
29053;San Juan Huactzinco;11.3
29054;San Lorenzo Axocomanitla;7.5
29055;San Lucas Tecopilco;20.7
29056;Santa Ana Nopalucan;12.7
29057;Santa Apolonia Teacalco;14.6
29058;Santa Catarina Ayometla;11.1
29059;Santa Cruz Quilehtla;16.6
29060;Santa Isabel Xiloxoxtla;16
30001;Acajete;32.2
30002;Acatlán;33.8
30003;Acayucan;31.2
30004;Actopan;12.6
30005;Acula;20.4
30006;Acultzingo;36.7
30007;Camarón de Tejeda;24.3
30008;Alpatláhuac;58.1
30009;Alto Lucero de Gutiérrez Barrios;22.3
30010;Altotonga;47.2
30011;Alvarado;15.1
30012;Amatitlán;13.9
30013;Naranjos Amatlán;11.8
30014;Amatlán de los Reyes;14.2
30015;Angel R. Cabada;18
30016;La Antigua;9
30017;Apazapan;21.9
30018;Aquila;54.3
30019;Astacinga;66.6
30020;Atlahuilco;61
30021;Atoyac;16.8
30022;Atzacan;37.1
30023;Atzalan;40.4
30024;Tlaltetela;45.6
30025;Ayahualulco;59.3
30026;Banderilla;14.9
30027;Benito Juárez;54
30028;Boca del Río;9.5
30029;Calcahualco;71.3
30030;Camerino Z. Mendoza;22.8
30031;Carrillo Puerto;37.7
30032;Catemaco;26.1
30033;Cazones;36.6
30034;Cerro Azul;15.5
30035;Citlaltépetl;42.5
30036;Coacoatzintla;29.9
30037;Coahuitlán;58.4
30038;Coatepec;18
30039;Coatzacoalcos;11.4
30040;Coatzintla;16.1
30041;Coetzala;46.3
30042;Colipa;33.6
30043;Comapa;48
30044;Córdoba;14.6
30045;Cosamaloapan de Carpio;13.4
30046;Cosautlán de Carvajal;34.1
30047;Coscomatepec;60.5
30048;Cosoleacaque;19
30049;Cotaxtla;21.3
30050;Coxquihui;52.3
30051;Coyutla;46.9
30052;Cuichapa;19.4
30053;Cuitláhuac;12.8
30054;Chacaltianguis;15.5
30055;Chalma;32.4
30056;Chiconamel;49.5
30057;Chiconquiaco;52.7
30058;Chicontepec;44.1
30059;Chinameca;15.1
30060;Chinampa de Gorostiza;35.2
30061;Las Choapas;50.6
30062;Chocamán;35.1
30063;Chontla;44
30064;Chumatlán;55.1
30065;Emiliano Zapata;8.1
30066;Espinal;39.8
30067;Filomeno Mata;71.6
30068;Fortín;12.2
30069;Gutiérrez Zamora;17.4
30070;Hidalgotitlán;47.6
30071;Huatusco;30.5
30072;Huayacocotla;40.8
30073;Hueyapan de Ocampo;33.8
30074;Huiloapan;11.1
30075;Ignacio de la Llave;25.6
30076;Ilamatlán;54.2
30077;Isla;23.6
30078;Ixcatepec;47.3
30079;Ixhuacán de los Reyes;46
30080;Ixhuatlán del Café;43.2
30081;Ixhuatlancillo;18.9
30082;Ixhuatlán del Sureste;13
30083;Ixhuatlán de Madero;54.8
30084;Ixmatlahuacan;16.7
30085;Ixtaczoquitlán;13.6
30086;Jalacingo;45.8
30087;Xalapa;10.3
30088;Jalcomulco;31
30089;Jáltipan;25.9
30090;Jamapa;10.9
30091;Jesús Carranza;31.9
30092;Xico;30.2
30093;Jilotepec;11.3
30094;Juan Rodríguez Clara;22
30095;Juchique de Ferrer;37.8
30096;Landero y Coss;32.3
30097;Lerdo de Tejada;17.7
30098;Magdalena;50.7
30099;Maltrata;36.3
30100;Manlio Fabio Altamirano;17
30101;Mariano Escobedo;31.5
30102;Martínez de la Torre;24.9
30103;Mecatlán;66.6
30104;Mecayapan;55.9
30105;Medellín;6
30106;Miahuatlán;42.3
30107;Las Minas;59.7
30108;Minatitlán;20.5
30109;Misantla;33.4
30110;Mixtla de Altamirano;72.6
30111;Moloacán;19.7
30112;Naolinco;14.8
30113;Naranjal;37.4
30114;Nautla;24.2
30115;Nogales;27.6
30116;Oluta;16.8
30117;Omealca;24.2
30118;Orizaba;10.7
30119;Otatitlán;12.3
30120;Oteapan;21.3
30121;Ozuluama de Mascareñas;27.7
30122;Pajapan;42.5
30123;Pánuco;19.2
30124;Papantla;28.2
30125;Paso del Macho;16.5
30126;Paso de Ovejas;10.8
30127;La Perla;68.9
30128;Perote;32.2
30129;Platón Sánchez;31
30130;Playa Vicente;35.1
30131;Poza Rica de Hidalgo;12.5
30132;Las Vigas de Ramírez;37.1
30133;Pueblo Viejo;9.9
30134;Puente Nacional;13.1
30135;Rafael Delgado;39.3
30136;Rafael Lucio;19.7
30137;Los Reyes;62
30138;Río Blanco;12
30139;Saltabarranca;12.2
30140;San Andrés Tenejapan;51.7
30141;San Andrés Tuxtla;33.8
30142;San Juan Evangelista;29.2
30143;Santiago Tuxtla;32.5
30144;Sayula de Alemán;34.4
30145;Soconusco;14.9
30146;Sochiapa;42.2
30147;Soledad Atzompa;66
30148;Soledad de Doblado;21.3
30149;Soteapan;62.5
30150;Tamalín;32.8
30151;Tamiahua;28.1
30152;Tampico Alto;21.2
30153;Tancoco;33.6
30154;Tantima;38.1
30155;Tantoyuca;48.2
30156;Tatatila;56.7
30157;Castillo de Teayo;32.8
30158;Tecolutla;26.6
30159;Tehuipango;75.1
30160;Temapache;38.2
30161;Tempoal;30.5
30162;Tenampa;40.7
30163;Tenochtitlán;53.3
30164;Teocelo;18.2
30165;Tepatlaxco;57.5
30166;Tepetlán;36.3
30167;Tepetzintla;39.9
30168;Tequila;60.8
30169;José Azueta;26.7
30170;Texcatepec;68.3
30171;Texhuacán;53.5
30172;Texistepec;39.1
30173;Tezonapa;39.6
30174;Tierra Blanca;20.1
30175;Tihuatlán;24.3
30176;Tlacojalpan;16.1
30177;Tlacolulan;49.4
30178;Tlacotalpan;10.6
30179;Tlacotepec de Mejía;32
30180;Tlachichilco;57.3
30181;Tlalixcoyan;15.4
30182;Tlalnelhuayocan;24.7
30183;Tlapacoyan;38.8
30184;Tlaquilpa;64.5
30185;Tlilapan;29.3
30186;Tomatlán;14.2
30187;Tonayán;56.6
30188;Totutla;36.6
30189;Túxpam;15.5
30190;Tuxtilla;9.3
30191;Ursulo Galván;3.9
30192;Vega de Alatorre;17.4
30193;Veracruz;9.3
30194;Villa Aldama;39
30195;Xoxocotla;67.8
30196;Yanga;10.8
30197;Yecuatla;40.7
30198;Zacualpan;56.5
30199;Zaragoza;33.8
30200;Zentla;35.7
30201;Zongolica;49.4
30202;Zontecomatlán de López y Fuentes;63.9
30203;Zozocolco de Hidalgo;56.9
30204;Agua Dulce;24
30205;El Higo;17.6
30206;Nanchital de Lázaro Cárdenas del Río;13.1
30207;Tres Valles;21.2
30208;Carlos A. Carrillo;20.8
30209;Tatahuicapan de Juárez;53.9
30210;Uxpanapa;53.6
30211;San Rafael;13.9
30212;Santiago Sochiapan;44.2
31001;Abalá;26.2
31002;Acanceh;18
31003;Akil;37.5
31004;Baca;11.6
31005;Bokobá;21.8
31006;Buctzotz;32.2
31007;Cacalchén;12.7
31008;Calotmul;37.3
31009;Cansahcab;14.2
31010;Cantamayec;56.3
31011;Celestún;25.6
31012;Cenotillo;33
31013;Conkal;6.8
31014;Cuncunul;37.7
31015;Cuzamá;29.6
31016;Chacsinkín;53
31017;Chankom;58.3
31018;Chapab;35.2
31019;Chemax;61
31020;Chicxulub Pueblo;11.2
31021;Chichimilá;54.2
31022;Chikindzonot;66.3
31023;Chocholá;9.6
31024;Chumayel;42.2
31025;Dzán;35.5
31026;Dzemul;11.5
31027;Dzidzantún;9.5
31028;Dzilam de Bravo;18.4
31029;Dzilam González;21.7
31030;Dzitás;46.3
31031;Dzoncauich;36.4
31032;Espita;45
31033;Halachó;28.8
31034;Hocabá;25
31035;Hoctún;27.3
31036;Homún;31.3
31037;Huhí;27.7
31038;Hunucmá;29.1
31039;Ixil;12.7
31040;Izamal;19.8
31041;Kanasín;16.7
31042;Kantunil;36.4
31043;Kaua;48.6
31044;Kinchil;25.9
31045;Kopomá;19.9
31046;Mama;37.2
31047;Maní;33.5
31048;Maxcanú;20.8
31049;Mayapán;56.7
31050;Mérida;7.6
31051;Mocochá;10.2
31052;Motul;21.1
31053;Muna;24.4
31054;Muxupip;18.4
31055;Opichén;39.5
31056;Oxkutzcab;32.1
31057;Panabá;31.3
31058;Peto;37
31059;Progreso;17.4
31060;Quintana Roo;41.5
31061;Río Lagartos;14.2
31062;Sacalum;19.9
31063;Samahil;17.8
31064;Sanahcat;22.8
31065;San Felipe;15
31066;Santa Elena;36.4
31067;Seyé;21.3
31068;Sinanché;20.3
31069;Sotuta;51.1
31070;Sucilá;26.1
31071;Sudzal;39.8
31072;Suma;15.7
31073;Tahdziú;67.3
31074;Tahmek;12.4
31075;Teabo;42.6
31076;Tecoh;21.1
31077;Tekal de Venegas;31.9
31078;Tekantó;18.6
31079;Tekax;36.5
31080;Tekit;29.7
31081;Tekom;48.9
31082;Telchac Pueblo;11.2
31083;Telchac Puerto;17
31084;Temax;31.5
31085;Temozón;47.4
31086;Tepakán;25.3
31087;Tetiz;28.7
31088;Teya;29.7
31089;Ticul;20.7
31090;Timucuy;25.8
31091;Tinum;35.8
31092;Tixcacalcupul;59.8
31093;Tixkokob;10
31094;Tixmehuac;50.4
31095;Tixpéhual;8.4
31096;Tizimín;37.5
31097;Tunkás;41.8
31098;Tzucacab;46.4
31099;Uayma;51.4
31100;Ucú;13.7
31101;Umán;17.2
31102;Valladolid;31.6
31103;Xocchel;31
31104;Yaxcabá;55.1
31105;Yaxkukul;12.3
31106;Yobaín;23.6
32001;Apozol;15.2
32002;Apulco;31.3
32003;Atolinga;16.5
32004;Benito Juárez;20.9
32005;Calera;17.1
32006;Cañitas de Felipe Pescador;14.8
32007;Concepción del Oro;7.1
32008;Cuauhtémoc;23
32009;Chalchihuites;18.9
32010;Fresnillo;18.3
32011;Trinidad García de la Cadena;12.6
32012;Genaro Codina;32.6
32013;General Enrique Estrada;10.7
32014;General Francisco R. Murguía;28.8
32015;El Plateado de Joaquín Amaro;23.1
32016;General Pánfilo Natera;33.3
32017;Guadalupe;10.8
32018;Huanusco;16.6
32019;Jalpa;11.4
32020;Jerez;12
32021;Jiménez del Teul;45.8
32022;Juan Aldama;18.8
32023;Juchipila;6.4
32024;Loreto;24.1
32025;Luis Moya;14.6
32026;Mazapil;26.3
32027;Melchor Ocampo;25.1
32028;Mezquital del Oro;26.7
32029;Miguel Auza;18.7
32030;Momax;10.1
32031;Monte Escobedo;17.1
32032;Morelos;4.9
32033;Moyahua de Estrada;14.3
32034;Nochistlán de Mejía;17.3
32035;Noria de Ángeles;31
32036;Ojocaliente;31
32037;Pánuco;19.7
32038;Pinos;31.3
32039;Río Grande;18.4
32040;Sain Alto;28.7
32041;El Salvador;34.3
32042;Sombrerete;22.4
32043;Susticacán;26.6
32044;Tabasco;17.6
32045;Tepechitlán;18
32046;Tepetongo;17.6
32047;Teul de González Ortega;10.3
32048;Tlaltenango de Sánchez Román;22.4
32049;Valparaíso;22.7
32050;Vetagrande;16
32051;Villa de Cos;23.3
32052;Villa García;18.2
32053;Villa González Ortega;24
32054;Villa Hidalgo;30.1
32055;Villanueva;13.1
32056;Zacatecas;7.2
32057;Trancoso;21.3
32058;Santa María de la Paz;18.7
