Clave del municipio;Municipio;pobalimentaria2000
21161;Tepanco de López;44.2
21162;Tepango de Rodríguez;70.2
21163;Tepatlaxco de Hidalgo;58.1
21164;Tepeaca;46
21165;Tepemaxalco;89.6
21166;Tepeojuma;40.2
21167;Tepetzintla;88.6
21168;Tepexco;59
21169;Tepexi de Rodríguez;50
21170;Tepeyahualco;57.9
21171;Tepeyahualco de Cuauhtémoc;31.3
21172;Tetela de Ocampo;67.6
21173;Teteles de Ávila Castillo;24.7
21174;Teziutlán;24.3
21175;Tianguismanalco;57.9
21176;Tilapa;32
21177;Tlacotepec de Benito Juárez;57.3
21178;Tlacuilotepec;81.1
21179;Tlachichuca;70.9
21180;Tlahuapan;47.3
21181;Tlaltenango;28.8
21182;Tlanepantla;29.5
21183;Tlaola;79.3
21184;Tlapacoya;80
21185;Tlapanalá;51.3
21186;Tlatlauquitepec;52.4
21187;Tlaxco;58
21188;Tochimilco;82.5
21189;Tochtepec;40.9
21190;Totoltepec de Guerrero;48.3
21191;Tulcingo;50.1
21192;Tuzamapan de Galeana;67.7
21193;Tzicatlacoyan;63.1
21194;Venustiano Carranza;46.9
21195;Vicente Guerrero;90.8
21196;Xayacatlán de Bravo;40.5
21197;Xicotepec;51.9
21198;Xicotlán;28.4
21199;Xiutetelco;53.7
21200;Xochiapulco;64.6
21201;Xochiltepec;63.2
21202;Xochitlán de Vicente Suárez;76.8
21203;Xochitlán Todos Santos;51.4
21204;Yaonáhuac;52.9
21205;Yehualtepec;50.7
21206;Zacapala;60
21207;Zacapoaxtla;61.4
21208;Zacatlán;49.2
21209;Zapotitlán;50.5
21210;Zapotitlán de Méndez;70.8
21211;Zaragoza;24.4
21212;Zautla;75.5
21213;Zihuateutla;64
21214;Zinacatepec;47.3
21215;Zongozotla;68.2
21216;Zoquiapan;71.3
21217;Zoquitlán;84.7
22001;Amealco de Bonfil;54.8
22002;Pinal de Amoles;75.5
22003;Arroyo Seco;58.9
22004;Cadereyta de Montes;42.3
22005;Colón;36.5
22006;Corregidora;14
22007;Ezequiel Montes;27.1
22008;Huimilpan;55.6
22009;Jalpan de Serra;52.1
22010;Landa de Matamoros;67
22011;El Marqués;26.6
22012;Pedro Escobedo;23.2
22013;Peñamiller;59.5
22014;Querétaro;11.7
22015;San Joaquín;54
22016;San Juan del Río;16.5
22017;Tequisquiapan;28.2
22018;Tolimán;46.3
23001;Cozumel;12.5
23002;Felipe Carrillo Puerto;61.6
23003;Isla Mujeres;11.5
23004;Othón P. Blanco;27
23005;Benito Juárez;13.3
23006;José María Morelos;65.9
23007;Lázaro Cárdenas;59.3
23008;Solidaridad;20.3
23009;Tulum;.
24001;Ahualulco;57
24002;Alaquines;60.4
24003;Aquismón;78.4
24004;Armadillo de los Infante;57.3
24005;Cárdenas;27.8
24006;Catorce;44.9
24007;Cedral;15.1
24008;Cerritos;27.1
24009;Cerro de San Pedro;23.2
24010;Ciudad del Maíz;47.5
24011;Ciudad Fernández;39.4
24012;Tancanhuitz;64.9
24013;Ciudad Valles;24
24014;Coxcatlán;68.4
24015;Charcas;26.1
24016;Ebano;41
24017;Guadalcázar;46.4
24018;Huehuetlán;68.7
24019;Lagunillas;47.5
24020;Matehuala;17.9
24021;Mexquitic de Carmona;48.8
24022;Moctezuma;56.1
24023;Rayón;40.1
24024;Rioverde;39.8
24025;Salinas;33.4
24026;San Antonio;83.8
24027;San Ciro de Acosta;48.8
24028;San Luis Potosí;13.7
24029;San Martín Chalchicuautla;75.1
24030;San Nicolás Tolentino;46.6
24031;Santa Catarina;70.4
24032;Santa María del Río;47.2
24033;Santo Domingo;42.4
24034;San Vicente Tancuayalab;59.6
24035;Soledad de Graciano Sánchez;16
24036;Tamasopo;37.3
24037;Tamazunchale;61.2
24038;Tampacán;74.6
24039;Tampamolón Corona;75.4
24040;Tamuín;37.6
24041;Tanlajás;76.3
24042;Tanquián de Escobedo;48.4
24043;Tierra Nueva;50.7
24044;Vanegas;55.9
24045;Venado;46.2
24046;Villa de Arriaga;43.8
24047;Villa de Guadalupe;31.4
24048;Villa de la Paz;11.8
24049;Villa de Ramos;58.3
24050;Villa de Reyes;43.6
24051;Villa Hidalgo;37
24052;Villa Juárez;48.5
24053;Axtla de Terrazas;66.1
24054;Xilitla;70
24055;Zaragoza;39.6
24056;Villa de Arista;55.8
24057;Matlapa;75.1
24058;El Naranjo;22.6
25001;Ahome;12.2
25002;Angostura;11.6
25003;Badiraguato;37.9
25004;Concordia;27.6
25005;Cosalá;37.1
25006;Culiacán;14.4
25007;Choix;43.2
25008;Elota;19.5
25009;Escuinapa;26.8
25010;El Fuerte;19.5
25011;Guasave;17.6
25012;Mazatlán;12.4
25013;Mocorito;29.5
25014;Rosario;32.7
25015;Salvador Alvarado;11.5
25016;San Ignacio;41
25017;Sinaloa;36.6
25018;Navolato;16.5
26001;Aconchi;12.7
26002;Agua Prieta;15.6
26003;Alamos;36.4
26004;Altar;17.2
26005;Arivechi;26.7
26006;Arizpe;16.5
26007;Atil;15.1
26008;Bacadéhuachi;30.4
26009;Bacanora;25.7
26010;Bacerac;31.9
26011;Bacoachi;18.5
26012;Bácum;18.9
26013;Banámichi;19.1
26014;Baviácora;12.7
26015;Bavispe;23.8
26016;Benjamín Hill;5.6
26017;Caborca;13.1
26018;Cajeme;9.3
26019;Cananea;8
26020;Carbó;13
26021;La Colorada;13.4
26022;Cucurpe;14.8
26023;Cumpas;10.1
26024;Divisaderos;22.5
26025;Empalme;15
26026;Etchojoa;32.3
26027;Fronteras;7.8
26028;Granados;13.5
26029;Guaymas;15.2
26030;Hermosillo;7.6
26031;Huachinera;29.8
26032;Huásabas;13
26033;Huatabampo;25.6
26034;Huépac;6.7
26035;Imuris;15.4
26036;Magdalena;16.7
26037;Mazatán;13
26038;Moctezuma;6.8
26039;Naco;9.7
26040;Nácori Chico;26.9
26041;Nacozari de García;3.5
26042;Navojoa;20.6
26043;Nogales;10.8
26044;Onavas;31.5
26045;Opodepe;20
26046;Oquitoa;18.7
26047;Pitiquito;8.3
26048;Puerto Peñasco;11.8
26049;Quiriego;35
26050;Rayón;23
26051;Rosario;29.5
26052;Sahuaripa;22.4
26053;San Felipe de Jesús;17.5
26054;San Javier;19.9
26055;San Luis Río Colorado;12.4
26056;San Miguel de Horcasitas;24.7
26057;San Pedro de la Cueva;20.6
26058;Santa Ana;10
26059;Santa Cruz;13
26060;Sáric;22.6
26061;Soyopa;18.3
26062;Suaqui Grande;21.7
26063;Tepache;13
26064;Trincheras;23.7
26065;Tubutama;32.9
26066;Ures;8.4
26067;Villa Hidalgo;12.4
26068;Villa Pesqueira;17.2
26069;Yécora;34
26070;General Plutarco Elías Calles;10.4
26071;Benito Juárez;19.1
26072;San Ignacio Río Muerto;19.4
27001;Balancán;46.3
27002;Cárdenas;38
27003;Centla;48.3
27004;Centro;17.3
27005;Comalcalco;45.6
27006;Cunduacán;43.5
27007;Emiliano Zapata;25.3
27008;Huimanguillo;50.8
27009;Jalapa;43.1
27010;Jalpa de Méndez;38.2
27011;Jonuta;55.7
27012;Macuspana;43.9
27013;Nacajuca;32
27014;Paraíso;30
27015;Tacotalpa;59.9
27016;Teapa;33.7
27017;Tenosique;39.4
28001;Abasolo;16.5
28002;Aldama;26.2
28003;Altamira;19.5
28004;Antiguo Morelos;28.1
28005;Burgos;26.9
28006;Bustamante;61.3
28007;Camargo;6.9
28008;Casas;42.1
28009;Ciudad Madero;5.7
28010;Cruillas;30
28011;Gómez Farías;30.1
28012;González;24.7
28013;Güémez;40.8
28014;Guerrero;5.6
28015;Gustavo Díaz Ordaz;5.4
28016;Hidalgo;34.7
28017;Jaumave;44.4
28018;Jiménez;15.6
28019;Llera;36.5
28020;Mainero;37.9
28021;El Mante;13.7
28022;Matamoros;9.8
28023;Méndez;21.4
28024;Mier;3
28025;Miguel Alemán;6.1
28026;Miquihuana;59.3
28027;Nuevo Laredo;8.7
28028;Nuevo Morelos;23.5
28029;Ocampo;31.2
28030;Padilla;21.9
28031;Palmillas;32.1
28032;Reynosa;8.5
28033;Río Bravo;11.6
28034;San Carlos;51
28035;San Fernando;21.2
28036;San Nicolás;60.5
28037;Soto la Marina;24
28038;Tampico;6.4
28039;Tula;36.7
28040;Valle Hermoso;11
28041;Victoria;8.6
28042;Villagrán;37.5
28043;Xicoténcatl;12.6
29001;Amaxac de Guerrero;9.2
29002;Apetatitlán de Antonio Carvajal;8.8
29003;Atlangatepec;37
29004;Altzayanca;44.1
29005;Apizaco;15.1
29006;Calpulalpan;30
29007;El Carmen Tequexquitla;35.3
29008;Cuapiaxtla;37.6
29009;Cuaxomulco;28.9
29010;Chiautempan;25.3
29011;Muñoz de Domingo Arenas;23.5
29012;Españita;49.8
29013;Huamantla;45.7
29014;Hueyotlipan;29.9
29015;Ixtacuixtla de Mariano Matamoros;20.4
29016;Ixtenco;26.1
29017;Mazatecochco de José María Morelos;20.7
29018;Contla de Juan Cuamatzi;43.9
29019;Tepetitla de Lardizábal;17.2
29020;Sanctórum de Lázaro Cárdenas;22.8
29021;Nanacamilpa de Mariano Arista;19
29022;Acuamanala de Miguel Hidalgo;12.8
29023;Natívitas;25.9
29024;Panotla;17.2
29025;San Pablo del Monte;44.1
29026;Santa Cruz Tlaxcala;18
29027;Tenancingo;9.7
29028;Teolocholco;24.3
29029;Tepeyanco;15.6
29030;Terrenate;47.8
29031;Tetla de la Solidaridad;16.7
29032;Tetlatlahuca;15.7
29033;Tlaxcala;23.6
29034;Tlaxco;33.5
29035;Tocatlán;21.5
29036;Totolac;7.8
29037;Zitlaltepec de Trinidad Sánchez Santos;44.3
29038;Tzompantepec;17.1
29039;Xaloztoc;46.5
29040;Xaltocan;38.6
29041;Papalotla de Xicohténcatl;32.4
29042;Xicohtzinco;3.7
29043;Yauhquemecan;11.7
29044;Zacatelco;35.4
29045;Benito Juárez;22.4
29046;Emiliano Zapata;51.8
29047;Lázaro Cárdenas;38
29048;La Magdalena Tlaltelulco;29.4
29049;San Damián Texoloc;10
29050;San Francisco Tetlanohcan;40
29051;San Jerónimo Zacualpan;13.1
29052;San José Teacalco;29
29053;San Juan Huactzinco;9.7
29054;San Lorenzo Axocomanitla;12
29055;San Lucas Tecopilco;34.6
29056;Santa Ana Nopalucan;16.6
29057;Santa Apolonia Teacalco;17.6
29058;Santa Catarina Ayometla;13.8
29059;Santa Cruz Quilehtla;18.3
29060;Santa Isabel Xiloxoxtla;20.2
30001;Acajete;69.8
30002;Acatlán;56.3
30003;Acayucan;40.3
30004;Actopan;24
30005;Acula;36.9
30006;Acultzingo;60.9
30007;Camarón de Tejeda;42.2
30008;Alpatláhuac;82.3
30009;Alto Lucero de Gutiérrez Barrios;42.6
30010;Altotonga;63.7
30011;Alvarado;26.3
30012;Amatitlán;24.6
30013;Naranjos Amatlán;28.2
30014;Amatlán de los Reyes;23.7
30015;Angel R. Cabada;32.8
30016;La Antigua;16.8
30017;Apazapan;49.3
30018;Aquila;69.3
30019;Astacinga;79.2
30020;Atlahuilco;88.8
30021;Atoyac;24
30022;Atzacan;54.2
30023;Atzalan;71.7
30024;Tlaltetela;64.7
30025;Ayahualulco;83.9
30026;Banderilla;22.8
30027;Benito Juárez;80.1
30028;Boca del Río;13
30029;Calcahualco;82
30030;Camerino Z. Mendoza;30.2
30031;Carrillo Puerto;66.8
30032;Catemaco;51.9
30033;Cazones;61.8
30034;Cerro Azul;25.5
30035;Citlaltépetl;67.6
30036;Coacoatzintla;46
30037;Coahuitlán;83.3
30038;Coatepec;25.3
30039;Coatzacoalcos;17.3
30040;Coatzintla;33.8
30041;Coetzala;73.8
30042;Colipa;50.9
30043;Comapa;69.4
30044;Córdoba;22.4
30045;Cosamaloapan de Carpio;19.4
30046;Cosautlán de Carvajal;55.2
30047;Coscomatepec;68.6
30048;Cosoleacaque;26.9
30049;Cotaxtla;48.8
30050;Coxquihui;77.8
30051;Coyutla;71.7
30052;Cuichapa;30.6
30053;Cuitláhuac;22.9
30054;Chacaltianguis;29.5
30055;Chalma;64.5
30056;Chiconamel;79.1
30057;Chiconquiaco;76.8
30058;Chicontepec;73.4
30059;Chinameca;35.4
30060;Chinampa de Gorostiza;60.1
30061;Las Choapas;54.9
30062;Chocamán;48.1
30063;Chontla;74
30064;Chumatlán;80.5
30065;Emiliano Zapata;26.1
30066;Espinal;67.5
30067;Filomeno Mata;84.2
30068;Fortín;19.1
30069;Gutiérrez Zamora;37.9
30070;Hidalgotitlán;64.6
30071;Huatusco;46.1
30072;Huayacocotla;59.5
30073;Hueyapan de Ocampo;47.4
30074;Huiloapan;28.2
30075;Ignacio de la Llave;45.8
30076;Ilamatlán;42.5
30077;Isla;41.5
30078;Ixcatepec;75.9
30079;Ixhuacán de los Reyes;74.4
30080;Ixhuatlán del Café;67.4
30081;Ixhuatlancillo;38
30082;Ixhuatlán del Sureste;24.9
30083;Ixhuatlán de Madero;69.7
30084;Ixmatlahuacan;32.1
30085;Ixtaczoquitlán;27.6
30086;Jalacingo;61.6
30087;Xalapa;12.3
30088;Jalcomulco;48.1
30089;Jáltipan;35.6
30090;Jamapa;37.9
30091;Jesús Carranza;55.7
30092;Xico;50.7
30093;Jilotepec;28.1
30094;Juan Rodríguez Clara;46.4
30095;Juchique de Ferrer;55.9
30096;Landero y Coss;53.4
30097;Lerdo de Tejada;18.9
30098;Magdalena;73
30099;Maltrata;59.3
30100;Manlio Fabio Altamirano;30.1
30101;Mariano Escobedo;44.8
30102;Martínez de la Torre;27.6
30103;Mecatlán;81.9
30104;Mecayapan;63.6
30105;Medellín;21.7
30106;Miahuatlán;60.5
30107;Las Minas;77.9
30108;Minatitlán;31
30109;Misantla;45.3
30110;Mixtla de Altamirano;88
30111;Moloacán;32.1
30112;Naolinco;29.4
30113;Naranjal;64.5
30114;Nautla;37
30115;Nogales;33.3
30116;Oluta;31.8
30117;Omealca;37.7
30118;Orizaba;13.5
30119;Otatitlán;30.3
30120;Oteapan;40.7
30121;Ozuluama de Mascareñas;49.3
30122;Pajapan;68.1
30123;Pánuco;30.8
30124;Papantla;54.4
30125;Paso del Macho;22.5
30126;Paso de Ovejas;24
30127;La Perla;92.2
30128;Perote;47.2
30129;Platón Sánchez;56.6
30130;Playa Vicente;52.2
30131;Poza Rica de Hidalgo;17.3
30132;Las Vigas de Ramírez;57.3
30133;Pueblo Viejo;17.7
30134;Puente Nacional;26.4
30135;Rafael Delgado;55.7
30136;Rafael Lucio;33.4
30137;Los Reyes;85.8
30138;Río Blanco;17.2
30139;Saltabarranca;26.4
30140;San Andrés Tenejapan;81.9
30141;San Andrés Tuxtla;54.1
30142;San Juan Evangelista;54.4
30143;Santiago Tuxtla;56.2
30144;Sayula de Alemán;46.4
30145;Soconusco;35.5
30146;Sochiapa;67.3
30147;Soledad Atzompa;79.8
30148;Soledad de Doblado;41.8
30149;Soteapan;66.7
30150;Tamalín;57.7
30151;Tamiahua;49.9
30152;Tampico Alto;41.1
30153;Tancoco;57.6
30154;Tantima;68
30155;Tantoyuca;64.9
30156;Tatatila;76.7
30157;Castillo de Teayo;59.6
30158;Tecolutla;47.9
30159;Tehuipango;89.9
30160;Temapache;53.7
30161;Tempoal;57.8
30162;Tenampa;68.6
30163;Tenochtitlán;74.5
30164;Teocelo;38.4
30165;Tepatlaxco;76.5
30166;Tepetlán;50.4
30167;Tepetzintla;63.3
30168;Tequila;81.4
30169;José Azueta;44.8
30170;Texcatepec;89.3
30171;Texhuacán;80.7
30172;Texistepec;53.5
30173;Tezonapa;58.1
30174;Tierra Blanca;32.9
30175;Tihuatlán;42.4
30176;Tlacojalpan;26.5
30177;Tlacolulan;75.5
30178;Tlacotalpan;30.8
30179;Tlacotepec de Mejía;57.2
30180;Tlachichilco;82.8
30181;Tlalixcoyan;42.7
30182;Tlalnelhuayocan;44.3
30183;Tlapacoyan;41.3
30184;Tlaquilpa;78.9
30185;Tlilapan;51.2
30186;Tomatlán;36.3
30187;Tonayán;81
30188;Totutla;58.4
30189;Túxpam;27.2
30190;Tuxtilla;19.9
30191;Ursulo Galván;6.1
30192;Vega de Alatorre;31.4
30193;Veracruz;12
30194;Villa Aldama;54.4
30195;Xoxocotla;89.6
30196;Yanga;20.6
30197;Yecuatla;60.6
30198;Zacualpan;72.6
30199;Zaragoza;60
30200;Zentla;57.7
30201;Zongolica;75.6
30202;Zontecomatlán de López y Fuentes;85.9
30203;Zozocolco de Hidalgo;79.4
30204;Agua Dulce;26.2
30205;El Higo;25.9
30206;Nanchital de Lázaro Cárdenas del Río;13.5
30207;Tres Valles;28.8
30208;Carlos A. Carrillo;19.3
30209;Tatahuicapan de Juárez;70.5
30210;Uxpanapa;73.9
30211;San Rafael;29.4
30212;Santiago Sochiapan;69.9
31001;Abalá;47.2
31002;Acanceh;31.5
31003;Akil;62.4
31004;Baca;17.8
31005;Bokobá;47.5
31006;Buctzotz;53.7
31007;Cacalchén;22.2
31008;Calotmul;73.1
31009;Cansahcab;28.1
31010;Cantamayec;85.8
31011;Celestún;43.6
31012;Cenotillo;64.5
31013;Conkal;16.9
31014;Cuncunul;78.8
31015;Cuzamá;50.9
31016;Chacsinkín;89.9
31017;Chankom;89
31018;Chapab;64.5
31019;Chemax;86.7
31020;Chicxulub Pueblo;21.8
31021;Chichimilá;80.3
31022;Chikindzonot;91.5
31023;Chocholá;18.4
31024;Chumayel;70.3
31025;Dzán;67.2
31026;Dzemul;26.2
31027;Dzidzantún;23.6
31028;Dzilam de Bravo;36.3
31029;Dzilam González;38.7
31030;Dzitás;74.7
31031;Dzoncauich;61.3
31032;Espita;77.7
31033;Halachó;50.7
31034;Hocabá;43.5
31035;Hoctún;41.1
31036;Homún;42.1
31037;Huhí;51.7
31038;Hunucmá;47.8
31039;Ixil;28.4
31040;Izamal;38.1
31041;Kanasín;38.1
31042;Kantunil;65.8
31043;Kaua;82.5
31044;Kinchil;23.5
31045;Kopomá;40.2
31046;Mama;77.1
31047;Maní;64.7
31048;Maxcanú;43.4
31049;Mayapán;70.4
31050;Mérida;15.9
31051;Mocochá;25.1
31052;Motul;42
31053;Muna;44.3
31054;Muxupip;27.7
31055;Opichén;60.1
31056;Oxkutzcab;60.9
31057;Panabá;53.9
31058;Peto;71.8
31059;Progreso;19.5
31060;Quintana Roo;41.3
31061;Río Lagartos;21.7
31062;Sacalum;26.8
31063;Samahil;18.8
31064;Sanahcat;43.8
31065;San Felipe;29.9
31066;Santa Elena;65.6
31067;Seyé;35.5
31068;Sinanché;38.7
31069;Sotuta;71
31070;Sucilá;54.8
31071;Sudzal;69.6
31072;Suma;30.3
31073;Tahdziú;89.1
31074;Tahmek;25
31075;Teabo;67.8
31076;Tecoh;41.1
31077;Tekal de Venegas;54.5
31078;Tekantó;35.8
31079;Tekax;63.8
31080;Tekit;43.7
31081;Tekom;84.6
31082;Telchac Pueblo;27.3
31083;Telchac Puerto;38.1
31084;Temax;45.2
31085;Temozón;81.2
31086;Tepakán;50.8
31087;Tetiz;34.8
31088;Teya;55.5
31089;Ticul;47
31090;Timucuy;35.6
31091;Tinum;61.9
31092;Tixcacalcupul;90.7
31093;Tixkokob;20.4
31094;Tixmehuac;76.6
31095;Tixpéhual;19.8
31096;Tizimín;61.1
31097;Tunkás;71.8
31098;Tzucacab;66.3
31099;Uayma;78.9
31100;Ucú;26.2
31101;Umán;25.7
31102;Valladolid;53
31103;Xocchel;44
31104;Yaxcabá;84.7
31105;Yaxkukul;16.4
31106;Yobaín;47.2
32001;Apozol;29.8
32002;Apulco;43.6
32003;Atolinga;33.2
32004;Benito Juárez;35.7
32005;Calera;28.1
32006;Cañitas de Felipe Pescador;21.3
32007;Concepción del Oro;8.9
32008;Cuauhtémoc;29.6
32009;Chalchihuites;30.1
32010;Fresnillo;30.9
32011;Trinidad García de la Cadena;32.7
32012;Genaro Codina;44.3
32013;General Enrique Estrada;14.8
32014;General Francisco R. Murguía;33.8
32015;El Plateado de Joaquín Amaro;26.4
32016;General Pánfilo Natera;41.3
32017;Guadalupe;19.6
32018;Huanusco;32.4
32019;Jalpa;23.7
32020;Jerez;20.5
32021;Jiménez del Teul;59.1
32022;Juan Aldama;20.6
32023;Juchipila;15.5
32024;Loreto;37.2
32025;Luis Moya;22.2
32026;Mazapil;32.3
32027;Melchor Ocampo;28
32028;Mezquital del Oro;42.4
32029;Miguel Auza;21.8
32030;Momax;24.3
32031;Monte Escobedo;25.6
32032;Morelos;8.9
32033;Moyahua de Estrada;30.4
32034;Nochistlán de Mejía;31.7
32035;Noria de Ángeles;42.7
32036;Ojocaliente;40.5
32037;Pánuco;33.8
32038;Pinos;44.5
32039;Río Grande;31.8
32040;Sain Alto;35.4
32041;El Salvador;50.4
32042;Sombrerete;35.6
32043;Susticacán;33.1
32044;Tabasco;31.7
32045;Tepechitlán;24.9
32046;Tepetongo;23.7
32047;Teul de González Ortega;29.7
32048;Tlaltenango de Sánchez Román;24.7
32049;Valparaíso;34.1
32050;Vetagrande;22.8
32051;Villa de Cos;39.2
32052;Villa García;27.7
32053;Villa González Ortega;35.5
32054;Villa Hidalgo;47.9
32055;Villanueva;20
32056;Zacatecas;14.2
32057;Trancoso;29.4
32058;Santa María de la Paz;37.2
